KEGG_ORG	KEGG_UNIPROT	KEGG_GENE	KEGG_PATHWAY	KEGG_EC
ecq	B7MY06	ecq:ECED1_2793	path:map01110	ec:4.2.3.5
ecr	B7M6L0	ecr:ECIAI1_2406	path:map01110	ec:4.2.3.5
lpl		lpl:lp_2037	path:map01110	ec:4.2.3.5
lla		lla:L0059	path:map01110	ec:4.2.3.5
stj		stj:SALIVA_0652	path:map01110	ec:4.2.3.5
ecq	B7MXU6	ecq:ECED1_2731	path:map01110	ec:4.2.99.20
ecr	B7M5U6	ecr:ECIAI1_2341	path:map01110	ec:4.2.99.20
lla		lla:L0170	path:map01110	ec:4.2.99.20
ecq	B7MWG5	ecq:ECED1_2244	path:map01110	ec:4.2.99.21
csh	D9R613	csh:Closa_0825	path:map01110	ec:4.3.1.17
csh	D9R614	csh:Closa_0826	path:map01110	ec:4.3.1.17
csh	D9R2X0	csh:Closa_0323	path:map01110	ec:4.3.1.17
csh	D9R2X1	csh:Closa_0324	path:map01110	ec:4.3.1.17
ecq	B7MVU3	ecq:ECED1_2017	path:map01110	ec:4.3.1.17
ecq	B7N0B3	ecq:ECED1_3777	path:map01110	ec:4.3.1.17
ecq	B7MYU8	ecq:ECED1_3250	path:map01110	ec:4.3.1.17
ecr		ecr:ECIAI1_1883	path:map01110	ec:4.3.1.17
ecr		ecr:ECIAI1_2907	path:map01110	ec:4.3.1.17
ecr		ecr:ECIAI1_3261	path:map01110	ec:4.3.1.17
lpl		lpl:lp_0505	path:map01110	ec:4.3.1.17
lpl		lpl:lp_0506	path:map01110	ec:4.3.1.17
lla		lla:L43452	path:map01110	ec:4.3.1.17
lla		lla:L44083	path:map01110	ec:4.3.1.17
stj		stj:SALIVA_1305	path:map01110	ec:4.3.1.17
stj		stj:SALIVA_1306	path:map01110	ec:4.3.1.17
csh	D9R050	csh:Closa_1922	path:map01110	ec:4.3.1.19
ecq	B7N0B8	ecq:ECED1_3782	path:map01110	ec:4.3.1.19
ecq	B7N2Y5	ecq:ECED1_4458	path:map01110	ec:4.3.1.19
ecr		ecr:ECIAI1_3266	path:map01110	ec:4.3.1.19
ecr		ecr:ECIAI1_3959	path:map01110	ec:4.3.1.19
lla		lla:L0081	path:map01110	ec:4.3.1.19
stj		stj:SALIVA_0164	path:map01110	ec:4.3.1.19
csh	D9R608	csh:Closa_0820	path:map01110	ec:4.3.2.1
ecq	B7MR51	ecq:ECED1_4665	path:map01110	ec:4.3.2.1
ecr	B7M714	ecr:ECIAI1_4168	path:map01110	ec:4.3.2.1
lpl		lpl:lp_0776	path:map01110	ec:4.3.2.1
lla		lla:L0114	path:map01110	ec:4.3.2.1
stj		stj:SALIVA_1880	path:map01110	ec:4.3.2.1
csh	D9R9F0	csh:Closa_3374	path:map01110	ec:4.3.2.10
csh	D9R9F1	csh:Closa_3375	path:map01110	ec:4.3.2.10
ecq	B7N2Z3	ecq:ECED1_2372	path:map01110	ec:4.3.2.10
ecq	B7MWU3	ecq:ECED1_2374	path:map01110	ec:4.3.2.10
ecr		ecr:ECIAI1_2093	path:map01110	ec:4.3.2.10
ecr	B7M404	ecr:ECIAI1_2095	path:map01110	ec:4.3.2.10
lpl		lpl:lp_2554	path:map01110	ec:4.3.2.10
lpl		lpl:lp_2557	path:map01110	ec:4.3.2.10
lla		lla:L0069	path:map01110	ec:4.3.2.10
lla		lla:L0071	path:map01110	ec:4.3.2.10
stj		stj:SALIVA_0845	path:map01110	ec:4.3.2.10
stj		stj:SALIVA_0847	path:map01110	ec:4.3.2.10
csh	D9RA98	csh:Closa_1579	path:map01110	ec:4.3.2.2
csh	D9QZE0	csh:Closa_1808	path:map01110	ec:4.3.2.2
ecq	B7MTR2	ecq:ECED1_1275	path:map01110	ec:4.3.2.2
ecr		ecr:ECIAI1_1169	path:map01110	ec:4.3.2.2
lpl		lpl:lp_3269	path:map01110	ec:4.3.2.2
lla		lla:L88187	path:map01110	ec:4.3.2.2
stj		stj:SALIVA_0058	path:map01110	ec:4.3.2.2
csh	D9R1X1	csh:Closa_0222	path:map01110	ec:4.3.3.7
csh	D9RA92	csh:Closa_1573	path:map01110	ec:4.3.3.7
ecq	B7MYB7	ecq:ECED1_2913	path:map01110	ec:4.3.3.7
ecr	B7M7I1	ecr:ECIAI1_2529	path:map01110	ec:4.3.3.7
lpl		lpl:lp_2123	path:map01110	ec:4.3.3.7
lpl		lpl:lp_2685	path:map01110	ec:4.3.3.7
lla		lla:L0093	path:map01110	ec:4.3.3.7
stj		stj:SALIVA_1292	path:map01110	ec:4.3.3.7
csh	D9R6Q6	csh:Closa_0943	path:map01110	ec:4.4.1.13
csh	D9QZD1	csh:Closa_1799	path:map01110	ec:4.4.1.13
csh	D9R727	csh:Closa_2923	path:map01110	ec:4.4.1.13
ecq	B7MZZ5	ecq:ECED1_3658	path:map01110	ec:4.4.1.13
ecq	B7MV99	ecq:ECED1_1822	path:map01110	ec:4.4.1.13
ecq	B7MYW8	ecq:ECED1_3270	path:map01110	ec:4.4.1.13
ecr		ecr:ECIAI1_3156	path:map01110	ec:4.4.1.13
ecr		ecr:ECIAI1_1673	path:map01110	ec:4.4.1.13
lpl		lpl:lp_3517	path:map01110	ec:4.4.1.13
lpl		lpl:lp_2751	path:map01110	ec:4.4.1.13
lpl		lpl:lp_2888	path:map01110	ec:4.4.1.13
lpl		lpl:lp_0255	path:map01110	ec:4.4.1.13
lla		lla:L177593	path:map01110	ec:4.4.1.13
lla		lla:L0181	path:map01110	ec:4.4.1.13
stj		stj:SALIVA_0328	path:map01110	ec:4.4.1.13
csh	D9R8E6	csh:Closa_1295	path:map01110	ec:4.6.1.12
ecq	B7MZ47	ecq:ECED1_3202	path:map01110	ec:4.6.1.12
ecr	B7LXF8	ecr:ECIAI1_2847	path:map01110	ec:4.6.1.12
ecq	B7MQJ0	ecq:ECED1_0498	path:map01110	ec:4.99.1.1
ecr	B7M3W7	ecr:ECIAI1_0478	path:map01110	ec:4.99.1.1
lpl		lpl:lp_1296	path:map01110	ec:4.99.1.1
lla		lla:L0194	path:map01110	ec:4.99.1.1
stj		stj:SALIVA_1141	path:map01110	ec:4.99.1.1
csh	D9R7W1	csh:Closa_3082	path:map01110	ec:4.99.1.4
ecq	B7N1F1	ecq:ECED1_4032	path:map01110	ec:4.99.1.4
ecr	B7M1S1	ecr:ECIAI1_3507	path:map01110	ec:4.99.1.4
ecq	B7MQJ0	ecq:ECED1_0498	path:map01110	ec:4.99.1.9
ecr	B7M3W7	ecr:ECIAI1_0478	path:map01110	ec:4.99.1.9
lpl		lpl:lp_1296	path:map01110	ec:4.99.1.9
lla		lla:L0194	path:map01110	ec:4.99.1.9
stj		stj:SALIVA_1141	path:map01110	ec:4.99.1.9
csh	D9R8B0	csh:Closa_1259	path:map01110	ec:5.1.1.7
csh	D9R8C5	csh:Closa_1274	path:map01110	ec:5.1.1.7
ecq	B7MR29	ecq:ECED1_4494	path:map01110	ec:5.1.1.7
ecr	B7M611	ecr:ECIAI1_4000	path:map01110	ec:5.1.1.7
lpl		lpl:lp_2185	path:map01110	ec:5.1.1.7
csh	D9R247	csh:Closa_2118	path:map01110	ec:5.1.3.1
ecq	B7N118	ecq:ECED1_4044	path:map01110	ec:5.1.3.1
ecr		ecr:ECIAI1_3524	path:map01110	ec:5.1.3.1
lpl		lpl:lp_1621	path:map01110	ec:5.1.3.1
lla		lla:L0047	path:map01110	ec:5.1.3.1
stj		stj:SALIVA_1860	path:map01110	ec:5.1.3.1
ecq	B7MVR1	ecq:ECED1_1985	path:map01110	ec:5.1.3.15
ecr		ecr:ECIAI1_1844	path:map01110	ec:5.1.3.15
csh	D9R0S1	csh:Closa_0077	path:map01110	ec:5.1.3.3
csh	D9R004	csh:Closa_1873	path:map01110	ec:5.1.3.3
ecq	B7MPP0	ecq:ECED1_0717	path:map01110	ec:5.1.3.3
ecq	B7N2M0	ecq:ECED1_4579	path:map01110	ec:5.1.3.3
ecr		ecr:ECIAI1_0724	path:map01110	ec:5.1.3.3
ecr		ecr:ECIAI1_4079	path:map01110	ec:5.1.3.3
lpl		lpl:lp_0826	path:map01110	ec:5.1.3.3
lpl		lpl:lp_1731	path:map01110	ec:5.1.3.3
lpl		lpl:lp_3487	path:map01110	ec:5.1.3.3
lla		lla:L0029	path:map01110	ec:5.1.3.3
lla		lla:L0232	path:map01110	ec:5.1.3.3
stj		stj:SALIVA_1401	path:map01110	ec:5.1.3.3
csh	D9R619	csh:Closa_0831	path:map01110	ec:5.3.1.1
ecq	B7N2R0	ecq:ECED1_4621	path:map01110	ec:5.3.1.1
ecr	B7M6X0	ecr:ECIAI1_4124	path:map01110	ec:5.3.1.1
lpl		lpl:lp_0791	path:map01110	ec:5.3.1.1
lla		lla:L0006	path:map01110	ec:5.3.1.1
stj		stj:SALIVA_0472	path:map01110	ec:5.3.1.1
csh	D9R113	csh:Closa_1981	path:map01110	ec:5.3.1.16
ecq	B7MWU2	ecq:ECED1_2373	path:map01110	ec:5.3.1.16
ecr	B7M403	ecr:ECIAI1_2094	path:map01110	ec:5.3.1.16
lpl		lpl:lp_2556	path:map01110	ec:5.3.1.16
lla		lla:L0070	path:map01110	ec:5.3.1.16
stj		stj:SALIVA_0846	path:map01110	ec:5.3.1.16
csh	D9RAV0	csh:Closa_3624	path:map01110	ec:5.3.1.24
ecq	B7MUA1	ecq:ECED1_1469	path:map01110	ec:5.3.1.24
ecr		ecr:ECIAI1_1282	path:map01110	ec:5.3.1.24
lpl		lpl:lp_1656	path:map01110	ec:5.3.1.24
lla		lla:L0050	path:map01110	ec:5.3.1.24
stj		stj:SALIVA_1647	path:map01110	ec:5.3.1.24
csh	D9R0H3	csh:Closa_3892	path:map01110	ec:5.3.1.6
ecq	B7MZL0	ecq:ECED1_3372	path:map01110	ec:5.3.1.6
ecq	B7MR96	ecq:ECED1_4824	path:map01110	ec:5.3.1.6
ecr	B7LYT1	ecr:ECIAI1_3034	path:map01110	ec:5.3.1.6
ecr		ecr:ECIAI1_4320	path:map01110	ec:5.3.1.6
lpl		lpl:lp_0602	path:map01110	ec:5.3.1.6
lpl		lpl:lp_0354	path:map01110	ec:5.3.1.6
lla		lla:L0045	path:map01110	ec:5.3.1.6
stj		stj:SALIVA_1024	path:map01110	ec:5.3.1.6
csh	D9R6K5	csh:Closa_2875	path:map01110	ec:5.3.1.8
ecq	B7MV89	ecq:ECED1_1812	path:map01110	ec:5.3.1.8
ecr		ecr:ECIAI1_1664	path:map01110	ec:5.3.1.8
lpl		lpl:lp_2384	path:map01110	ec:5.3.1.8
lla		lla:L179409	path:map01110	ec:5.3.1.8
stj		stj:SALIVA_1802	path:map01110	ec:5.3.1.8
stj		stj:SALIVA_1364	path:map01110	ec:5.3.1.8
csh	D9R0Q1	csh:Closa_0057	path:map01110	ec:5.3.1.9
csh	D9R7B6	csh:Closa_3015	path:map01110	ec:5.3.1.9
csh	D9R7B7	csh:Closa_3016	path:map01110	ec:5.3.1.9
ecq	B7MRF7	ecq:ECED1_4740	path:map01110	ec:5.3.1.9
ecr	B7M7T4	ecr:ECIAI1_4250	path:map01110	ec:5.3.1.9
lpl		lpl:lp_2502	path:map01110	ec:5.3.1.9
lla		lla:L0012	path:map01110	ec:5.3.1.9
stj		stj:SALIVA_0191	path:map01110	ec:5.3.1.9
ecq	B7MZ42	ecq:ECED1_3348	path:map01110	ec:5.3.3.2
ecr	B7LYF3	ecr:ECIAI1_3008	path:map01110	ec:5.3.3.2
lpl		lpl:lp_1732	path:map01110	ec:5.3.3.2
lla		lla:L11083	path:map01110	ec:5.3.3.2
stj		stj:SALIVA_0567	path:map01110	ec:5.3.3.2
ecq	B7MPN9	ecq:ECED1_0716	path:map01110	ec:5.4.2.11
ecr	B7M6B8	ecr:ECIAI1_0723	path:map01110	ec:5.4.2.11
lpl		lpl:lp_0597	path:map01110	ec:5.4.2.11
lpl		lpl:lp_3170	path:map01110	ec:5.4.2.11
lla		lla:L0011	path:map01110	ec:5.4.2.11
lla		lla:L152977	path:map01110	ec:5.4.2.11
stj		stj:SALIVA_0883	path:map01110	ec:5.4.2.11
csh	D9R620	csh:Closa_0832	path:map01110	ec:5.4.2.12
ecq	B7N258	ecq:ECED1_4298	path:map01110	ec:5.4.2.12
ecq	B7MTE3	ecq:ECED1_5268	path:map01110	ec:5.4.2.12
ecr		ecr:ECIAI1_3785	path:map01110	ec:5.4.2.12
ecr	B7LXV9	ecr:ECIAI1_4620	path:map01110	ec:5.4.2.12
csh	D9R338	csh:Closa_0391	path:map01110	ec:5.4.2.2
csh	D9R792	csh:Closa_2990	path:map01110	ec:5.4.2.2
ecq	B7MPJ4	ecq:ECED1_0670	path:map01110	ec:5.4.2.2
ecr		ecr:ECIAI1_0667	path:map01110	ec:5.4.2.2
lpl		lpl:lp_0764	path:map01110	ec:5.4.2.2
stj		stj:SALIVA_1246	path:map01110	ec:5.4.2.2
ecq	B7MWW3	ecq:ECED1_2394	path:map01110	ec:5.4.2.8
ecr		ecr:ECIAI1_2123	path:map01110	ec:5.4.2.8
ecr		ecr:ECIAI1_2103	path:map01110	ec:5.4.2.8
csh	D9R7V8	csh:Closa_3079	path:map01110	ec:5.4.3.8
ecq	B7MP16	ecq:ECED1_0160	path:map01110	ec:5.4.3.8
ecr	B7M195	ecr:ECIAI1_0152	path:map01110	ec:5.4.3.8
ecq	B7MWG5	ecq:ECED1_2244	path:map01110	ec:5.4.4.2
ecq	B7MRN1	ecq:ECED1_0590	path:map01110	ec:5.4.4.2
ecq	B7MXE8	ecq:ECED1_2733	path:map01110	ec:5.4.4.2
ecr		ecr:ECIAI1_2343	path:map01110	ec:5.4.4.2
ecr		ecr:ECIAI1_0577	path:map01110	ec:5.4.4.2
lla		lla:L0168	path:map01110	ec:5.4.4.2
csh	D9RAC6	csh:Closa_1607	path:map01110	ec:5.4.99.18
ecq	B7MRI5	ecq:ECED1_0542	path:map01110	ec:5.4.99.18
ecr		ecr:ECIAI1_0525	path:map01110	ec:5.4.99.18
lpl		lpl:lp_2729	path:map01110	ec:5.4.99.18
lla		lla:L152487	path:map01110	ec:5.4.99.18
stj		stj:SALIVA_0054	path:map01110	ec:5.4.99.18
csh	D9R4R0	csh:Closa_0616	path:map01110	ec:5.4.99.5
csh	D9R3X3	csh:Closa_0449	path:map01110	ec:5.4.99.5
ecq	B7MYP0	ecq:ECED1_3039	path:map01110	ec:5.4.99.5
ecq	B7MYN9	ecq:ECED1_3038	path:map01110	ec:5.4.99.5
ecr		ecr:ECIAI1_2721	path:map01110	ec:5.4.99.5
ecr		ecr:ECIAI1_2720	path:map01110	ec:5.4.99.5
lla		lla:L64445	path:map01110	ec:5.4.99.5
stj		stj:SALIVA_0904	path:map01110	ec:5.4.99.5
csh	D9R8T7	csh:Closa_1309	path:map01110	ec:6.1.1.17
ecq	B7N2Z9	ecq:ECED1_2847	path:map01110	ec:6.1.1.17
ecr		ecr:ECIAI1_2463	path:map01110	ec:6.1.1.17
ecq	B7N2T6	ecq:ECED1_4797	path:map01110	ec:6.2.1.1
ecr		ecr:ECIAI1_4302	path:map01110	ec:6.2.1.1
ecq	B7MXU3	ecq:ECED1_2728	path:map01110	ec:6.2.1.26
ecr		ecr:ECIAI1_2338	path:map01110	ec:6.2.1.26
lla		lla:L0172	path:map01110	ec:6.2.1.26
ecq	B7MPM1	ecq:ECED1_0697	path:map01110	ec:6.2.1.5
ecq	B7MPM2	ecq:ECED1_0698	path:map01110	ec:6.2.1.5
ecq	B7N2R4	ecq:ECED1_4773	path:map01110	ec:6.2.1.5
ecq	B7MSF5	ecq:ECED1_4774	path:map01110	ec:6.2.1.5
ecr	B7M5P1	ecr:ECIAI1_0701	path:map01110	ec:6.2.1.5
ecr		ecr:ECIAI1_0702	path:map01110	ec:6.2.1.5
csh	D9R2Z1	csh:Closa_0344	path:map01110	ec:6.3.1.1
ecq	B7N247	ecq:ECED1_4434	path:map01110	ec:6.3.1.1
ecr	B7M5A0	ecr:ECIAI1_3928	path:map01110	ec:6.3.1.1
lpl		lpl:lp_0957	path:map01110	ec:6.3.1.1
stj		stj:SALIVA_0358	path:map01110	ec:6.3.1.1
ecq	B7MNZ5	ecq:ECED1_0138	path:map01110	ec:6.3.2.1
ecr	B7M174	ecr:ECIAI1_0131	path:map01110	ec:6.3.2.1
ecq	B7MRM3	ecq:ECED1_0582	path:map01110	ec:6.3.2.14
ecq	B7MRN2	ecq:ECED1_0591	path:map01110	ec:6.3.2.14
ecq	B7MRN3	ecq:ECED1_0592	path:map01110	ec:6.3.2.14
ecq	B7MRL8	ecq:ECED1_0576	path:map01110	ec:6.3.2.14
ecr		ecr:ECIAI1_0570	path:map01110	ec:6.3.2.14
ecr		ecr:ECIAI1_0578	path:map01110	ec:6.3.2.14
ecr		ecr:ECIAI1_0579	path:map01110	ec:6.3.2.14
ecr		ecr:ECIAI1_0565	path:map01110	ec:6.3.2.14
csh	D9RA96	csh:Closa_1577	path:map01110	ec:6.3.2.6
ecq	B7MYB5	ecq:ECED1_2911	path:map01110	ec:6.3.2.6
ecr	B7M7H9	ecr:ECIAI1_2527	path:map01110	ec:6.3.2.6
lpl		lpl:lp_2727	path:map01110	ec:6.3.2.6
lla		lla:L177350	path:map01110	ec:6.3.2.6
stj		stj:SALIVA_0040	path:map01110	ec:6.3.2.6
csh	D9RAC7	csh:Closa_1608	path:map01110	ec:6.3.3.1
ecq	B7MYC7	ecq:ECED1_2923	path:map01110	ec:6.3.3.1
ecr	B7M7K3	ecr:ECIAI1_2551	path:map01110	ec:6.3.3.1
lpl		lpl:lp_2722	path:map01110	ec:6.3.3.1
lla		lla:L165202	path:map01110	ec:6.3.3.1
stj		stj:SALIVA_0044	path:map01110	ec:6.3.3.1
csh	D9RAC9	csh:Closa_1610	path:map01110	ec:6.3.4.13
ecq	B7N2K7	ecq:ECED1_4712	path:map01110	ec:6.3.4.13
ecr		ecr:ECIAI1_4220	path:map01110	ec:6.3.4.13
lpl		lpl:lp_2719	path:map01110	ec:6.3.4.13
lla		lla:L153005	path:map01110	ec:6.3.4.13
stj		stj:SALIVA_0053	path:map01110	ec:6.3.4.13
ecq	B7MRI4	ecq:ECED1_0541	path:map01110	ec:6.3.4.18
ecr		ecr:ECIAI1_0524	path:map01110	ec:6.3.4.18
lpl		lpl:lp_2728	path:map01110	ec:6.3.4.18
lpl		lpl:lp_1141	path:map01110	ec:6.3.4.18
lla		lla:L151330	path:map01110	ec:6.3.4.18
stj		stj:SALIVA_0055	path:map01110	ec:6.3.4.18
csh	D9R967	csh:Closa_3289	path:map01110	ec:6.3.4.5
ecq	B7N0V6	ecq:ECED1_3831	path:map01110	ec:6.3.4.5
ecr	B7M079	ecr:ECIAI1_3321	path:map01110	ec:6.3.4.5
lpl		lpl:lp_0775	path:map01110	ec:6.3.4.5
lla		lla:L126739	path:map01110	ec:6.3.4.5
stj		stj:SALIVA_1881	path:map01110	ec:6.3.4.5
csh	D9R8X6	csh:Closa_1348	path:map01110	ec:6.3.5.3
ecq	B7MYI7	ecq:ECED1_2985	path:map01110	ec:6.3.5.3
ecr		ecr:ECIAI1_2612	path:map01110	ec:6.3.5.3
lpl		lpl:lp_2724	path:map01110	ec:6.3.5.3
lpl		lpl:lp_2725	path:map01110	ec:6.3.5.3
lpl		lpl:lp_2726	path:map01110	ec:6.3.5.3
lla		lla:L173921	path:map01110	ec:6.3.5.3
lla		lla:L177031	path:map01110	ec:6.3.5.3
lla		lla:L176360	path:map01110	ec:6.3.5.3
stj		stj:SALIVA_0041	path:map01110	ec:6.3.5.3
csh	D9R8X9	csh:Closa_1351	path:map01110	ec:6.3.5.4
ecq	B7MPH9	ecq:ECED1_0655	path:map01110	ec:6.3.5.4
ecr		ecr:ECIAI1_0651	path:map01110	ec:6.3.5.4
lpl		lpl:lp_0980	path:map01110	ec:6.3.5.4
lpl		lpl:lp_3085	path:map01110	ec:6.3.5.4
lla		lla:L00396	path:map01110	ec:6.3.5.4
lla		lla:L0095	path:map01110	ec:6.3.5.4
stj		stj:SALIVA_0530	path:map01110	ec:6.3.5.4
csh	D9R0N2	csh:Closa_0038	path:map01110	ec:6.4.1.2
csh	D9R0N3	csh:Closa_0039	path:map01110	ec:6.4.1.2
ecq	B7N129	ecq:ECED1_3907	path:map01110	ec:6.4.1.2
ecq	B7MXZ3	ecq:ECED1_2780	path:map01110	ec:6.4.1.2
ecq	B7MP45	ecq:ECED1_0191	path:map01110	ec:6.4.1.2
ecr		ecr:ECIAI1_3399	path:map01110	ec:6.4.1.2
ecr	B7M1Y8	ecr:ECIAI1_0185	path:map01110	ec:6.4.1.2
ecr		ecr:ECIAI1_2393	path:map01110	ec:6.4.1.2
lpl		lpl:lp_0591	path:map01110	ec:6.4.1.2
lpl		lpl:lp_0592	path:map01110	ec:6.4.1.2
lpl		lpl:lp_1679	path:map01110	ec:6.4.1.2
lpl		lpl:lp_1680	path:map01110	ec:6.4.1.2
lpl		lpl:lp_1678	path:map01110	ec:6.4.1.2
lpl		lpl:lp_0590	path:map01110	ec:6.4.1.2
lla		lla:L0180	path:map01110	ec:6.4.1.2
lla		lla:L0190	path:map01110	ec:6.4.1.2
lla		lla:L0189	path:map01110	ec:6.4.1.2
stj		stj:SALIVA_0374	path:map01110	ec:6.4.1.2
stj		stj:SALIVA_0377	path:map01110	ec:6.4.1.2
stj		stj:SALIVA_0378	path:map01110	ec:6.4.1.2
csh	D9QZG2	csh:Closa_1830	path:map01120	ec:1.1.1.1
csh	D9R3R2	csh:Closa_4287	path:map01120	ec:1.1.1.1
ecq	B7MU27	ecq:ECED1_1392	path:map01120	ec:1.1.1.1
ecq	B7MUR2	ecq:ECED1_1631	path:map01120	ec:1.1.1.1
ecq	B7N235	ecq:ECED1_4275	path:map01120	ec:1.1.1.1
ecq	B7MPC3	ecq:ECED1_0384	path:map01120	ec:1.1.1.1
ecr		ecr:ECIAI1_1259	path:map01120	ec:1.1.1.1
ecr		ecr:ECIAI1_1482	path:map01120	ec:1.1.1.1
ecr		ecr:ECIAI1_3757	path:map01120	ec:1.1.1.1
ecr		ecr:ECIAI1_0357	path:map01120	ec:1.1.1.1
lpl		lpl:lp_2873	path:map01120	ec:1.1.1.1
lpl		lpl:lp_1665	path:map01120	ec:1.1.1.1
lpl		lpl:lp_3662	path:map01120	ec:1.1.1.1
lpl		lpl:lp_0082	path:map01120	ec:1.1.1.1
lla		lla:L190278	path:map01120	ec:1.1.1.1
lla		lla:L13145	path:map01120	ec:1.1.1.1
lla		lla:L55758	path:map01120	ec:1.1.1.1
stj		stj:SALIVA_1949	path:map01120	ec:1.1.1.1
stj		stj:SALIVA_1195	path:map01120	ec:1.1.1.1
ecr		ecr:ECIAI1_1488	path:map01120	ec:1.1.1.157
ecr		ecr:ECIAI1_1395	path:map01120	ec:1.1.1.157
csh	D9R1F0	csh:Closa_3962	path:map01120	ec:1.1.1.18
ecq	B7MQA5	ecq:ECED1_0304	path:map01120	ec:1.1.1.18
ecq	B7MQB4	ecq:ECED1_0315	path:map01120	ec:1.1.1.18
lpl		lpl:lp_3605	path:map01120	ec:1.1.1.18
lpl		lpl:lp_3606	path:map01120	ec:1.1.1.18
lpl		lpl:lp_3608	path:map01120	ec:1.1.1.18
lpl		lpl:lp_3612	path:map01120	ec:1.1.1.18
ecq	B7N1K7	ecq:ECED1_4238	path:map01120	ec:1.1.1.215
ecr	B7M3H6	ecr:ECIAI1_3718	path:map01120	ec:1.1.1.215
csh	D9R8T4	csh:Closa_1306	path:map01120	ec:1.1.1.27
lpl		lpl:lp_0537	path:map01120	ec:1.1.1.27
lpl		lpl:lp_2349	path:map01120	ec:1.1.1.27
lpl		lpl:lp_1101	path:map01120	ec:1.1.1.27
lpl		lpl:lp_1245	path:map01120	ec:1.1.1.27
lpl		lpl:lp_0350	path:map01120	ec:1.1.1.27
lla		lla:L0017	path:map01120	ec:1.1.1.27
lla		lla:L0018	path:map01120	ec:1.1.1.27
lla		lla:L142159	path:map01120	ec:1.1.1.27
stj		stj:SALIVA_1275	path:map01120	ec:1.1.1.27
stj		stj:SALIVA_0655	path:map01120	ec:1.1.1.27
ecq	B7MUJ6	ecq:ECED1_1564	path:map01120	ec:1.1.1.28
ecr		ecr:ECIAI1_1380	path:map01120	ec:1.1.1.28
lpl		lpl:lp_2057	path:map01120	ec:1.1.1.28
ecq	B7MPC3	ecq:ECED1_0384	path:map01120	ec:1.1.1.284
ecr		ecr:ECIAI1_0357	path:map01120	ec:1.1.1.284
csh	D9QZC2	csh:Closa_1790	path:map01120	ec:1.1.1.29
csh	D9R4R1	csh:Closa_0617	path:map01120	ec:1.1.1.3
ecq	B7N2T0	ecq:ECED1_4643	path:map01120	ec:1.1.1.3
ecq	B7N2U1	ecq:ECED1_0001	path:map01120	ec:1.1.1.3
ecr		ecr:ECIAI1_4149	path:map01120	ec:1.1.1.3
ecr		ecr:ECIAI1_0002	path:map01120	ec:1.1.1.3
lpl		lpl:lp_0571	path:map01120	ec:1.1.1.3
lpl		lpl:lp_2535	path:map01120	ec:1.1.1.3
lla		lla:L0090	path:map01120	ec:1.1.1.3
stj		stj:SALIVA_0452	path:map01120	ec:1.1.1.3
ecq	B7MWU7	ecq:ECED1_2378	path:map01120	ec:1.1.1.343
ecr		ecr:ECIAI1_2109	path:map01120	ec:1.1.1.343
lpl		lpl:lp_1251	path:map01120	ec:1.1.1.343
lpl		lpl:lp_1541	path:map01120	ec:1.1.1.343
lla		lla:L53699	path:map01120	ec:1.1.1.343
lla		lla:L0046	path:map01120	ec:1.1.1.343
ecq	B7MY16	ecq:ECED1_2804	path:map01120	ec:1.1.1.35
ecq	B7N2F2	ecq:ECED1_4548	path:map01120	ec:1.1.1.35
ecr	B7M6M2	ecr:ECIAI1_2418	path:map01120	ec:1.1.1.35
ecr	B7M649	ecr:ECIAI1_4039	path:map01120	ec:1.1.1.35
ecq	B7MQM7	ecq:ECED1_0536	path:map01120	ec:1.1.1.350
ecr		ecr:ECIAI1_0519	path:map01120	ec:1.1.1.350
ecq	B7MVN8	ecq:ECED1_2057	path:map01120	ec:1.1.1.363
ecr		ecr:ECIAI1_1925	path:map01120	ec:1.1.1.363
lpl		lpl:lp_2681	path:map01120	ec:1.1.1.363
lla		lla:L0044	path:map01120	ec:1.1.1.363
csh	D9R1F0	csh:Closa_3962	path:map01120	ec:1.1.1.369
ecq	B7MQA5	ecq:ECED1_0304	path:map01120	ec:1.1.1.369
ecq	B7MQB4	ecq:ECED1_0315	path:map01120	ec:1.1.1.369
lpl		lpl:lp_3605	path:map01120	ec:1.1.1.369
lpl		lpl:lp_3606	path:map01120	ec:1.1.1.369
lpl		lpl:lp_3608	path:map01120	ec:1.1.1.369
lpl		lpl:lp_3612	path:map01120	ec:1.1.1.369
ecq	B7N0M1	ecq:ECED1_3886	path:map01120	ec:1.1.1.37
ecr	B7M0U8	ecr:ECIAI1_3378	path:map01120	ec:1.1.1.37
ecq	B7MYA2	ecq:ECED1_2896	path:map01120	ec:1.1.1.40
ecr		ecr:ECIAI1_2511	path:map01120	ec:1.1.1.40
csh	D9R9C5	csh:Closa_3348	path:map01120	ec:1.1.1.42
ecq	B7MTR7	ecq:ECED1_1280	path:map01120	ec:1.1.1.42
ecr		ecr:ECIAI1_1174	path:map01120	ec:1.1.1.42
lla		lla:L71075	path:map01120	ec:1.1.1.42
stj		stj:SALIVA_0802	path:map01120	ec:1.1.1.42
ecq	B7MWU7	ecq:ECED1_2378	path:map01120	ec:1.1.1.44
ecr		ecr:ECIAI1_2109	path:map01120	ec:1.1.1.44
lpl		lpl:lp_1251	path:map01120	ec:1.1.1.44
lpl		lpl:lp_1541	path:map01120	ec:1.1.1.44
lla		lla:L53699	path:map01120	ec:1.1.1.44
lla		lla:L0046	path:map01120	ec:1.1.1.44
