KEGG_ORG	KEGG_UNIPROT	KEGG_GENE	KEGG_PATHWAY	KEGG_EC
csh	D9R515	csh:Closa_2554	path:map00030	ec:2.7.1.165
ecq	B7N0R6	ecq:ECED1_3785	path:map00030	ec:2.7.1.165
ecq	B7MQM4	ecq:ECED1_0533	path:map00030	ec:2.7.1.165
ecr		ecr:ECIAI1_3272	path:map00030	ec:2.7.1.165
ecr		ecr:ECIAI1_0516	path:map00030	ec:2.7.1.165
lpl		lpl:lp_3266	path:map00030	ec:2.7.1.165
lla		lla:L79277	path:map00030	ec:2.7.1.165
stj		stj:SALIVA_0643	path:map00030	ec:2.7.1.165
ecr		ecr:ECIAI1_3066	path:map00030	ec:2.7.1.203
ecr		ecr:ECIAI1_3067	path:map00030	ec:2.7.1.203
csh	D9RAH3	csh:Closa_1655	path:map00030	ec:2.7.1.45
csh	D9RAH4	csh:Closa_1656	path:map00030	ec:2.7.1.45
ecq	B7N1H3	ecq:ECED1_4204	path:map00030	ec:2.7.1.45
ecr		ecr:ECIAI1_3677	path:map00030	ec:2.7.1.45
lpl		lpl:lp_0253	path:map00030	ec:2.7.1.45
lla		lla:L0021	path:map00030	ec:2.7.1.45
csh	D9R3A2	csh:Closa_2274	path:map00030	ec:2.7.1.90
csh	D9R1S5	csh:Closa_0173	path:map00030	ec:2.7.1.90
ecq	B7MRA0	ecq:ECED1_4829	path:map00030	ec:2.7.4.23
ecr		ecr:ECIAI1_4324	path:map00030	ec:2.7.4.23
csh	D9R0V9	csh:Closa_0115	path:map00030	ec:2.7.6.1
csh	D9R228	csh:Closa_2099	path:map00030	ec:2.7.6.1
ecq	B7MTZ1	ecq:ECED1_1355	path:map00030	ec:2.7.6.1
ecr		ecr:ECIAI1_1228	path:map00030	ec:2.7.6.1
lpl		lpl:lp_0471	path:map00030	ec:2.7.6.1
lpl		lpl:lp_2166	path:map00030	ec:2.7.6.1
lla		lla:L109335	path:map00030	ec:2.7.6.1
lla		lla:L25614	path:map00030	ec:2.7.6.1
stj		stj:SALIVA_0035	path:map00030	ec:2.7.6.1
stj		stj:SALIVA_1524	path:map00030	ec:2.7.6.1
csh	D9R0H5	csh:Closa_3894	path:map00030	ec:3.1.1.31
ecq	B7MPQ2	ecq:ECED1_0729	path:map00030	ec:3.1.1.31
ecr	B7M6D0	ecr:ECIAI1_0735	path:map00030	ec:3.1.1.31
lpl		lpl:lp_2219	path:map00030	ec:3.1.1.31
lla		lla:L11851	path:map00030	ec:3.1.1.31
csh	D9R5A6	csh:Closa_0685	path:map00030	ec:3.1.3.11
ecq	B7N2R6	ecq:ECED1_4627	path:map00030	ec:3.1.3.11
ecq	B7MTB1	ecq:ECED1_5087	path:map00030	ec:3.1.3.11
ecr		ecr:ECIAI1_4464	path:map00030	ec:3.1.3.11
ecr		ecr:ECIAI1_4130	path:map00030	ec:3.1.3.11
ecr		ecr:ECIAI1_3055	path:map00030	ec:3.1.3.11
lla		lla:L54021	path:map00030	ec:3.1.3.11
csh	D9R3Y9	csh:Closa_0465	path:map00030	ec:4.1.2.13
csh	D9R4Q1	csh:Closa_0607	path:map00030	ec:4.1.2.13
csh	D9R886	csh:Closa_1232	path:map00030	ec:4.1.2.13
csh	D9R7R2	csh:Closa_3033	path:map00030	ec:4.1.2.13
csh	D9R1F5	csh:Closa_3967	path:map00030	ec:4.1.2.13
ecq	B7MZL8	ecq:ECED1_3380	path:map00030	ec:4.1.2.13
ecq	B7N298	ecq:ECED1_4343	path:map00030	ec:4.1.2.13
ecq	B7N299	ecq:ECED1_4344	path:map00030	ec:4.1.2.13
ecr		ecr:ECIAI1_3045	path:map00030	ec:4.1.2.13
ecr		ecr:ECIAI1_2171	path:map00030	ec:4.1.2.13
lpl		lpl:lp_0330	path:map00030	ec:4.1.2.13
lla		lla:L0009	path:map00030	ec:4.1.2.13
stj		stj:SALIVA_1958	path:map00030	ec:4.1.2.13
csh	D9RAH2	csh:Closa_1654	path:map00030	ec:4.1.2.14
ecq	B7MVN5	ecq:ECED1_2055	path:map00030	ec:4.1.2.14
ecr		ecr:ECIAI1_1923	path:map00030	ec:4.1.2.14
ecr		ecr:ECIAI1_3062	path:map00030	ec:4.1.2.14
lla		lla:L0022	path:map00030	ec:4.1.2.14
csh	D9R7G4	csh:Closa_1077	path:map00030	ec:4.1.2.4
csh	D9R027	csh:Closa_1898	path:map00030	ec:4.1.2.4
csh	D9R1L8	csh:Closa_4030	path:map00030	ec:4.1.2.4
ecq	B7N2V7	ecq:ECED1_5252	path:map00030	ec:4.1.2.4
ecr	B7LXU3	ecr:ECIAI1_4604	path:map00030	ec:4.1.2.4
lpl		lpl:lp_0497	path:map00030	ec:4.1.2.4
lla		lla:L63310	path:map00030	ec:4.1.2.4
stj		stj:SALIVA_1234	path:map00030	ec:4.1.2.4
lpl		lpl:lp_2659	path:map00030	ec:4.1.2.9
lpl		lpl:lp_3551	path:map00030	ec:4.1.2.9
lla		lla:L138230	path:map00030	ec:4.1.2.9
ecq	B7MVN6	ecq:ECED1_2056	path:map00030	ec:4.2.1.12
ecr		ecr:ECIAI1_1924	path:map00030	ec:4.2.1.12
ecr		ecr:ECIAI1_3063	path:map00030	ec:4.3.1.29
csh	D9R247	csh:Closa_2118	path:map00030	ec:5.1.3.1
ecq	B7N118	ecq:ECED1_4044	path:map00030	ec:5.1.3.1
ecr		ecr:ECIAI1_3524	path:map00030	ec:5.1.3.1
lpl		lpl:lp_1621	path:map00030	ec:5.1.3.1
lla		lla:L0047	path:map00030	ec:5.1.3.1
stj		stj:SALIVA_1860	path:map00030	ec:5.1.3.1
ecq	B7N2C0	ecq:ECED1_4515	path:map00030	ec:5.3.1.27
csh	D9R0H3	csh:Closa_3892	path:map00030	ec:5.3.1.6
ecq	B7MZL0	ecq:ECED1_3372	path:map00030	ec:5.3.1.6
ecq	B7MR96	ecq:ECED1_4824	path:map00030	ec:5.3.1.6
ecr	B7LYT1	ecr:ECIAI1_3034	path:map00030	ec:5.3.1.6
ecr		ecr:ECIAI1_4320	path:map00030	ec:5.3.1.6
lpl		lpl:lp_0602	path:map00030	ec:5.3.1.6
lpl		lpl:lp_0354	path:map00030	ec:5.3.1.6
lla		lla:L0045	path:map00030	ec:5.3.1.6
stj		stj:SALIVA_1024	path:map00030	ec:5.3.1.6
csh	D9R0Q1	csh:Closa_0057	path:map00030	ec:5.3.1.9
csh	D9R7B6	csh:Closa_3015	path:map00030	ec:5.3.1.9
csh	D9R7B7	csh:Closa_3016	path:map00030	ec:5.3.1.9
ecq	B7MRF7	ecq:ECED1_4740	path:map00030	ec:5.3.1.9
ecr	B7M7T4	ecr:ECIAI1_4250	path:map00030	ec:5.3.1.9
lpl		lpl:lp_2502	path:map00030	ec:5.3.1.9
lla		lla:L0012	path:map00030	ec:5.3.1.9
stj		stj:SALIVA_0191	path:map00030	ec:5.3.1.9
csh	D9R338	csh:Closa_0391	path:map00030	ec:5.4.2.2
csh	D9R792	csh:Closa_2990	path:map00030	ec:5.4.2.2
ecq	B7MPJ4	ecq:ECED1_0670	path:map00030	ec:5.4.2.2
ecr		ecr:ECIAI1_0667	path:map00030	ec:5.4.2.2
lpl		lpl:lp_0764	path:map00030	ec:5.4.2.2
stj		stj:SALIVA_1246	path:map00030	ec:5.4.2.2
csh	D9QZD7	csh:Closa_1805	path:map00030	ec:5.4.2.7
ecq	B7MTC9	ecq:ECED1_5254	path:map00030	ec:5.4.2.7
ecr	B7LXU5	ecr:ECIAI1_4606	path:map00030	ec:5.4.2.7
lla		lla:L154925	path:map00030	ec:5.4.2.7
stj		stj:SALIVA_1025	path:map00030	ec:5.4.2.7
ecq	B7MYZ6	ecq:ECED1_3299	path:map00040	ec:1.1.1.127
ecr		ecr:ECIAI1_2952	path:map00040	ec:1.1.1.127
ecq	B7N223	ecq:ECED1_4263	path:map00040	ec:1.1.1.130
ecr	B7M3J9	ecr:ECIAI1_3742	path:map00040	ec:1.1.1.130
lpl		lpl:lp_1817	path:map00040	ec:1.1.1.137
lpl		lpl:lp_3545	path:map00040	ec:1.1.1.14
ecq	B7MWU6	ecq:ECED1_2377	path:map00040	ec:1.1.1.22
ecr		ecr:ECIAI1_2108	path:map00040	ec:1.1.1.22
ecq	B7MV26	ecq:ECED1_1748	path:map00040	ec:1.1.1.380
ecr		ecr:ECIAI1_1630	path:map00040	ec:1.1.1.380
csh	D9RAE1	csh:Closa_1622	path:map00040	ec:1.1.1.57
ecq	B7N367	ecq:ECED1_5205	path:map00040	ec:1.1.1.57
ecr		ecr:ECIAI1_4539	path:map00040	ec:1.1.1.57
lla		lla:L0241	path:map00040	ec:1.1.1.57
csh	D9R7H9	csh:Closa_1092	path:map00040	ec:1.1.1.58
ecq	B7MUT4	ecq:ECED1_1653	path:map00040	ec:1.1.1.58
ecr	B7LZC3	ecr:ECIAI1_1533	path:map00040	ec:1.1.1.58
ecq	B7MNS0	ecq:ECED1_0062	path:map00040	ec:2.7.1.16
ecr	B7M0F8	ecr:ECIAI1_0063	path:map00040	ec:2.7.1.16
lpl		lpl:lp_3556	path:map00040	ec:2.7.1.16
csh	D9R8Y3	csh:Closa_1355	path:map00040	ec:2.7.1.17
csh	D9R9K8	csh:Closa_1459	path:map00040	ec:2.7.1.17
ecq	B7N209	ecq:ECED1_4249	path:map00040	ec:2.7.1.17
ecr		ecr:ECIAI1_3729	path:map00040	ec:2.7.1.17
lla		lla:L0231	path:map00040	ec:2.7.1.17
csh	D9R6W3	csh:Closa_1001	path:map00040	ec:2.7.1.5
ecq	B7MQZ4	ecq:ECED1_4605	path:map00040	ec:2.7.1.5
ecr	B7M6V6	ecr:ECIAI1_4109	path:map00040	ec:2.7.1.5
lpl		lpl:lp_3595	path:map00040	ec:2.7.1.5
csh	D9R1B2	csh:Closa_2080	path:map00040	ec:2.7.1.53
ecq	B7N229	ecq:ECED1_4269	path:map00040	ec:2.7.1.53
ecr		ecr:ECIAI1_3747	path:map00040	ec:2.7.1.53
lpl		lpl:lp_1816	path:map00040	ec:2.7.7.40
ecq	B7MU22	ecq:ECED1_1387	path:map00040	ec:2.7.7.9
ecq	B7MWV6	ecq:ECED1_2387	path:map00040	ec:2.7.7.9
ecr		ecr:ECIAI1_1256	path:map00040	ec:2.7.7.9
ecr		ecr:ECIAI1_2116	path:map00040	ec:2.7.7.9
lpl		lpl:lp_0757	path:map00040	ec:2.7.7.9
lla		lla:L177590	path:map00040	ec:2.7.7.9
stj		stj:SALIVA_1903	path:map00040	ec:2.7.7.9
ecq	B7MPQ9	ecq:ECED1_0736	path:map00040	ec:3.1.1.11
ecr		ecr:ECIAI1_0742	path:map00040	ec:3.1.1.11
ecq	B7MV93	ecq:ECED1_1816	path:map00040	ec:3.2.1.31
ecr		ecr:ECIAI1_1668	path:map00040	ec:3.2.1.31
ecq	B7MT10	ecq:ECED1_4983	path:map00040	ec:4.1.1.85
ecq	B7N230	ecq:ECED1_4270	path:map00040	ec:4.1.1.85
ecr	B7M8V6	ecr:ECIAI1_4429	path:map00040	ec:4.1.1.85
ecr		ecr:ECIAI1_3748	path:map00040	ec:4.1.1.85
csh	D9R6W5	csh:Closa_1004	path:map00040	ec:4.1.2.19
ecq	B7N2P3	ecq:ECED1_4603	path:map00040	ec:4.1.2.19
ecr	B7M6V4	ecr:ECIAI1_4107	path:map00040	ec:4.1.2.19
lpl		lpl:lp_3592	path:map00040	ec:4.1.2.19
csh	D9R7I0	csh:Closa_1093	path:map00040	ec:4.2.1.7
ecq	B7N0N9	ecq:ECED1_3758	path:map00040	ec:4.2.1.7
ecr		ecr:ECIAI1_3237	path:map00040	ec:4.2.1.7
csh	D9R3T0	csh:Closa_0406	path:map00040	ec:4.2.1.8
csh	D9RAE0	csh:Closa_1621	path:map00040	ec:4.2.1.8
csh	D9R7V0	csh:Closa_3071	path:map00040	ec:4.2.1.8
ecq	B7MV27	ecq:ECED1_1749	path:map00040	ec:4.2.1.8
ecq	B7MT80	ecq:ECED1_5204	path:map00040	ec:4.2.1.8
ecq	B7MR52	ecq:ECED1_4666	path:map00040	ec:4.2.1.8
ecr	B7LXN0	ecr:ECIAI1_4538	path:map00040	ec:4.2.1.8
ecr		ecr:ECIAI1_1631	path:map00040	ec:4.2.1.8
ecr		ecr:ECIAI1_4169	path:map00040	ec:4.2.1.8
lla		lla:L0020	path:map00040	ec:4.2.1.8
csh	D9R247	csh:Closa_2118	path:map00040	ec:5.1.3.1
ecq	B7N118	ecq:ECED1_4044	path:map00040	ec:5.1.3.1
ecr		ecr:ECIAI1_3524	path:map00040	ec:5.1.3.1
lpl		lpl:lp_1621	path:map00040	ec:5.1.3.1
lla		lla:L0047	path:map00040	ec:5.1.3.1
stj		stj:SALIVA_1860	path:map00040	ec:5.1.3.1
csh	D9R1B3	csh:Closa_2081	path:map00040	ec:5.1.3.22
ecq	B7MT71	ecq:ECED1_5047	path:map00040	ec:5.1.3.22
ecq	B7N1N9	ecq:ECED1_4271	path:map00040	ec:5.1.3.22
ecr	B7M9F9	ecr:ECIAI1_4430	path:map00040	ec:5.1.3.22
ecr		ecr:ECIAI1_3749	path:map00040	ec:5.1.3.22
csh	D9R5A2	csh:Closa_0681	path:map00040	ec:5.1.3.4
ecq	B7MSS8	ecq:ECED1_5048	path:map00040	ec:5.1.3.4
ecq	B7MNR8	ecq:ECED1_0060	path:map00040	ec:5.1.3.4
ecq	B7N232	ecq:ECED1_4272	path:map00040	ec:5.1.3.4
ecr	B7M9G0	ecr:ECIAI1_4431	path:map00040	ec:5.1.3.4
ecr		ecr:ECIAI1_0061	path:map00040	ec:5.1.3.4
ecr		ecr:ECIAI1_3750	path:map00040	ec:5.1.3.4
lpl		lpl:lp_3555	path:map00040	ec:5.1.3.4
csh	D9RAG9	csh:Closa_1651	path:map00040	ec:5.3.1.12
ecq	B7N095	ecq:ECED1_3759	path:map00040	ec:5.3.1.12
ecr	B7LZZ6	ecr:ECIAI1_3238	path:map00040	ec:5.3.1.12
lla		lla:L0019	path:map00040	ec:5.3.1.12
csh	D9R4Q4	csh:Closa_0610	path:map00040	ec:5.3.1.15
csh	D9R7R1	csh:Closa_3032	path:map00040	ec:5.3.1.15
ecq	B7N1V6	ecq:ECED1_4341	path:map00040	ec:5.3.1.15
csh	D9RA40	csh:Closa_3486	path:map00040	ec:5.3.1.17
ecq	B7MZE3	ecq:ECED1_3300	path:map00040	ec:5.3.1.17
ecr	B7LY99	ecr:ECIAI1_2953	path:map00040	ec:5.3.1.17
csh	D9R5A0	csh:Closa_0679	path:map00040	ec:5.3.1.4
ecq	B7MNR9	ecq:ECED1_0061	path:map00040	ec:5.3.1.4
ecr	B7M0F7	ecr:ECIAI1_0062	path:map00040	ec:5.3.1.4
lpl		lpl:lp_3554	path:map00040	ec:5.3.1.4
ecq	B7N1L9	ecq:ECED1_4250	path:map00040	ec:5.3.1.5
ecr	B7M3I8	ecr:ECIAI1_3730	path:map00040	ec:5.3.1.5
lla		lla:L0230	path:map00040	ec:5.3.1.5
lpl		lpl:lp_3545	path:map00051	ec:1.1.1.14
ecq	B7MRF2	ecq:ECED1_4735	path:map00051	ec:1.1.1.140
ecq	B7N309	ecq:ECED1_3154	path:map00051	ec:1.1.1.140
ecr		ecr:ECIAI1_2797	path:map00051	ec:1.1.1.140
lpl		lpl:lp_3623	path:map00051	ec:1.1.1.140
lpl		lpl:lp_3657	path:map00051	ec:1.1.1.140
ecq	B7N242	ecq:ECED1_4282	path:map00051	ec:1.1.1.17
ecr	B7M3M7	ecr:ECIAI1_3770	path:map00051	ec:1.1.1.17
lpl		lpl:lp_0233	path:map00051	ec:1.1.1.17
lla		lla:L33416	path:map00051	ec:1.1.1.17
ecq	B7MWW7	ecq:ECED1_2398	path:map00051	ec:1.1.1.271
ecr		ecr:ECIAI1_2127	path:map00051	ec:1.1.1.271
csh	D9R7H7	csh:Closa_1090	path:map00051	ec:2.7.1.11
csh	D9R3A2	csh:Closa_2274	path:map00051	ec:2.7.1.11
csh	D9R1S5	csh:Closa_0173	path:map00051	ec:2.7.1.11
ecq	B7N2Q7	ecq:ECED1_4618	path:map00051	ec:2.7.1.11
ecq	B7MVA6	ecq:ECED1_1926	path:map00051	ec:2.7.1.11
ecr	B7M6W7	ecr:ECIAI1_4121	path:map00051	ec:2.7.1.11
ecr		ecr:ECIAI1_1781	path:map00051	ec:2.7.1.11
lpl		lpl:lp_1898	path:map00051	ec:2.7.1.11
lla		lla:L0002	path:map00051	ec:2.7.1.11
stj		stj:SALIVA_0891	path:map00051	ec:2.7.1.11
csh	D9R2R0	csh:Closa_4182	path:map00051	ec:2.7.1.191
csh	D9R868	csh:Closa_1213	path:map00051	ec:2.7.1.191
csh	D9R3Q1	csh:Closa_4273	path:map00051	ec:2.7.1.191
csh	D9R7C1	csh:Closa_3020	path:map00051	ec:2.7.1.191
csh	D9R1V1	csh:Closa_0202	path:map00051	ec:2.7.1.191
csh	D9R067	csh:Closa_1939	path:map00051	ec:2.7.1.191
csh	D9R1V2	csh:Closa_0203	path:map00051	ec:2.7.1.191
ecq	B7MVU6	ecq:ECED1_2020	path:map00051	ec:2.7.1.191
ecr		ecr:ECIAI1_1886	path:map00051	ec:2.7.1.191
lpl		lpl:lp_0575	path:map00051	ec:2.7.1.191
lpl		lpl:lp_0586	path:map00051	ec:2.7.1.191
lla		lla:L1762179	path:map00051	ec:2.7.1.191
stj		stj:SALIVA_0305	path:map00051	ec:2.7.1.191
stj		stj:SALIVA_0309	path:map00051	ec:2.7.1.191
csh	D9R1G3	csh:Closa_3975	path:map00051	ec:2.7.1.197
csh	D9R1G5	csh:Closa_3977	path:map00051	ec:2.7.1.197
csh	D9R1G6	csh:Closa_3978	path:map00051	ec:2.7.1.197
ecq	B7N1P9	ecq:ECED1_4281	path:map00051	ec:2.7.1.197
ecq	B7MZN1	ecq:ECED1_3395	path:map00051	ec:2.7.1.197
ecq	B7N315	ecq:ECED1_3394	path:map00051	ec:2.7.1.197
ecr		ecr:ECIAI1_3769	path:map00051	ec:2.7.1.197
ecr		ecr:ECIAI1_3059	path:map00051	ec:2.7.1.197
ecr		ecr:ECIAI1_3058	path:map00051	ec:2.7.1.197
lpl		lpl:lp_0230	path:map00051	ec:2.7.1.197
lpl		lpl:lp_0232	path:map00051	ec:2.7.1.197
lla		lla:L32907	path:map00051	ec:2.7.1.197
ecq	B7N308	ecq:ECED1_3152	path:map00051	ec:2.7.1.198
ecq	B7MYK4	ecq:ECED1_3153	path:map00051	ec:2.7.1.198
ecr		ecr:ECIAI1_2795	path:map00051	ec:2.7.1.198
ecr		ecr:ECIAI1_2796	path:map00051	ec:2.7.1.198
lpl		lpl:lp_3652	path:map00051	ec:2.7.1.198
lpl		lpl:lp_3653	path:map00051	ec:2.7.1.198
lpl		lpl:lp_3618	path:map00051	ec:2.7.1.198
lpl		lpl:lp_3619	path:map00051	ec:2.7.1.198
lpl		lpl:lp_2218	path:map00051	ec:2.7.1.198
csh	D9R888	csh:Closa_1234	path:map00051	ec:2.7.1.202
csh	D9R4D8	csh:Closa_2439	path:map00051	ec:2.7.1.202
csh	D9R884	csh:Closa_1230	path:map00051	ec:2.7.1.202
ecq	B7MXI0	ecq:ECED1_2615	path:map00051	ec:2.7.1.202
ecq	B7MXI2	ecq:ECED1_2617	path:map00051	ec:2.7.1.202
ecq	B7N1W1	ecq:ECED1_4346	path:map00051	ec:2.7.1.202
ecq	B7N2A2	ecq:ECED1_4347	path:map00051	ec:2.7.1.202
ecr		ecr:ECIAI1_2247	path:map00051	ec:2.7.1.202
ecr		ecr:ECIAI1_2249	path:map00051	ec:2.7.1.202
lpl		lpl:lp_0587	path:map00051	ec:2.7.1.202
lpl		lpl:lp_2097	path:map00051	ec:2.7.1.202
lla		lla:L185031	path:map00051	ec:2.7.1.202
stj		stj:SALIVA_0383	path:map00051	ec:2.7.1.202
ecq	B7MRF0	ecq:ECED1_4733	path:map00051	ec:2.7.1.206
ecq	B7MRF1	ecq:ECED1_4734	path:map00051	ec:2.7.1.206
lpl		lpl:lp_0166	path:map00051	ec:2.7.1.28
csh	D9R6K4	csh:Closa_2874	path:map00051	ec:2.7.1.4
ecq	B7MPF5	ecq:ECED1_0417	path:map00051	ec:2.7.1.4
ecq	B7N1V7	ecq:ECED1_4342	path:map00051	ec:2.7.1.4
ecr		ecr:ECIAI1_2427	path:map00051	ec:2.7.1.4
ecr		ecr:ECIAI1_0394	path:map00051	ec:2.7.1.4
lpl		lpl:lp_0184	path:map00051	ec:2.7.1.4
lpl		lpl:lp_3637	path:map00051	ec:2.7.1.4
lla		lla:L117718	path:map00051	ec:2.7.1.4
stj		stj:SALIVA_1803	path:map00051	ec:2.7.1.4
csh	D9R6W3	csh:Closa_1001	path:map00051	ec:2.7.1.5
ecq	B7MQZ4	ecq:ECED1_4605	path:map00051	ec:2.7.1.5
ecr	B7M6V6	ecr:ECIAI1_4109	path:map00051	ec:2.7.1.5
lpl		lpl:lp_3595	path:map00051	ec:2.7.1.5
ecq	B7MZ99	ecq:ECED1_3256	path:map00051	ec:2.7.1.51
ecr		ecr:ECIAI1_2913	path:map00051	ec:2.7.1.51
ecq	B7MR90	ecq:ECED1_4818	path:map00051	ec:2.7.1.55
csh	D9R4D9	csh:Closa_2440	path:map00051	ec:2.7.1.56
csh	D9R1G2	csh:Closa_3974	path:map00051	ec:2.7.1.56
ecq	B7MXI1	ecq:ECED1_2616	path:map00051	ec:2.7.1.56
ecr		ecr:ECIAI1_2248	path:map00051	ec:2.7.1.56
lpl		lpl:lp_2096	path:map00051	ec:2.7.1.56
lla		lla:L0032	path:map00051	ec:2.7.1.56
stj		stj:SALIVA_0382	path:map00051	ec:2.7.1.56
stj		stj:SALIVA_2037	path:map00051	ec:2.7.1.56
csh	D9R3A2	csh:Closa_2274	path:map00051	ec:2.7.1.90
csh	D9R1S5	csh:Closa_0173	path:map00051	ec:2.7.1.90
ecq	B7MWW4	ecq:ECED1_2395	path:map00051	ec:2.7.7.13
ecr		ecr:ECIAI1_2124	path:map00051	ec:2.7.7.13
ecr		ecr:ECIAI1_2104	path:map00051	ec:2.7.7.13
csh	D9R5A6	csh:Closa_0685	path:map00051	ec:3.1.3.11
ecq	B7N2R6	ecq:ECED1_4627	path:map00051	ec:3.1.3.11
ecq	B7MTB1	ecq:ECED1_5087	path:map00051	ec:3.1.3.11
ecr		ecr:ECIAI1_4464	path:map00051	ec:3.1.3.11
ecr		ecr:ECIAI1_4130	path:map00051	ec:3.1.3.11
ecr		ecr:ECIAI1_3055	path:map00051	ec:3.1.3.11
lla		lla:L54021	path:map00051	ec:3.1.3.11
ecq	B7MWE2	ecq:ECED1_2221	path:map00051	ec:3.1.3.70
ecr	B7M394	ecr:ECIAI1_2035	path:map00051	ec:3.1.3.70
stj		stj:SALIVA_1307	path:map00051	ec:3.2.1.80
csh	D9R3Y9	csh:Closa_0465	path:map00051	ec:4.1.2.13
csh	D9R4Q1	csh:Closa_0607	path:map00051	ec:4.1.2.13
csh	D9R886	csh:Closa_1232	path:map00051	ec:4.1.2.13
csh	D9R7R2	csh:Closa_3033	path:map00051	ec:4.1.2.13
csh	D9R1F5	csh:Closa_3967	path:map00051	ec:4.1.2.13
ecq	B7MZL8	ecq:ECED1_3380	path:map00051	ec:4.1.2.13
ecq	B7N298	ecq:ECED1_4343	path:map00051	ec:4.1.2.13
ecq	B7N299	ecq:ECED1_4344	path:map00051	ec:4.1.2.13
ecr		ecr:ECIAI1_3045	path:map00051	ec:4.1.2.13
ecr		ecr:ECIAI1_2171	path:map00051	ec:4.1.2.13
lpl		lpl:lp_0330	path:map00051	ec:4.1.2.13
lla		lla:L0009	path:map00051	ec:4.1.2.13
stj		stj:SALIVA_1958	path:map00051	ec:4.1.2.13
csh	D9QZF0	csh:Closa_1818	path:map00051	ec:4.1.2.17
csh	D9RAQ8	csh:Closa_3581	path:map00051	ec:4.1.2.17
ecq	B7MZ96	ecq:ECED1_3253	path:map00051	ec:4.1.2.17
ecr		ecr:ECIAI1_2910	path:map00051	ec:4.1.2.17
lpl		lpl:lp_3603	path:map00051	ec:4.1.2.17
csh	D9R6W5	csh:Closa_1004	path:map00051	ec:4.1.2.19
ecq	B7N2P3	ecq:ECED1_4603	path:map00051	ec:4.1.2.19
ecr	B7M6V4	ecr:ECIAI1_4107	path:map00051	ec:4.1.2.19
lpl		lpl:lp_3592	path:map00051	ec:4.1.2.19
ecq	B7MXS6	ecq:ECED1_2711	path:map00051	ec:4.1.2.53
ecq	B7MWW8	ecq:ECED1_2399	path:map00051	ec:4.2.1.47
ecr		ecr:ECIAI1_2128	path:map00051	ec:4.2.1.47
ecq	B7MXS8	ecq:ECED1_2713	path:map00051	ec:4.2.1.90
csh	D9R619	csh:Closa_0831	path:map00051	ec:5.3.1.1
ecq	B7N2R0	ecq:ECED1_4621	path:map00051	ec:5.3.1.1
ecr	B7M6X0	ecr:ECIAI1_4124	path:map00051	ec:5.3.1.1
lpl		lpl:lp_0791	path:map00051	ec:5.3.1.1
lla		lla:L0006	path:map00051	ec:5.3.1.1
stj		stj:SALIVA_0472	path:map00051	ec:5.3.1.1
csh	D9R6W4	csh:Closa_1003	path:map00051	ec:5.3.1.14
ecq	B7MQZ3	ecq:ECED1_4604	path:map00051	ec:5.3.1.14
ecr	B7M6V5	ecr:ECIAI1_4108	path:map00051	ec:5.3.1.14
lpl		lpl:lp_3593	path:map00051	ec:5.3.1.14
ecq	B7MZ98	ecq:ECED1_3255	path:map00051	ec:5.3.1.25
ecr	B7LXL8	ecr:ECIAI1_2912	path:map00051	ec:5.3.1.25
ecq	B7N1L9	ecq:ECED1_4250	path:map00051	ec:5.3.1.5
ecr	B7M3I8	ecr:ECIAI1_3730	path:map00051	ec:5.3.1.5
lla		lla:L0230	path:map00051	ec:5.3.1.5
csh	D9R0H3	csh:Closa_3892	path:map00051	ec:5.3.1.6
ecq	B7MZL0	ecq:ECED1_3372	path:map00051	ec:5.3.1.6
ecq	B7MR96	ecq:ECED1_4824	path:map00051	ec:5.3.1.6
ecr	B7LYT1	ecr:ECIAI1_3034	path:map00051	ec:5.3.1.6
ecr		ecr:ECIAI1_4320	path:map00051	ec:5.3.1.6
lpl		lpl:lp_0602	path:map00051	ec:5.3.1.6
lpl		lpl:lp_0354	path:map00051	ec:5.3.1.6
lla		lla:L0045	path:map00051	ec:5.3.1.6
stj		stj:SALIVA_1024	path:map00051	ec:5.3.1.6
csh	D9R6K5	csh:Closa_2875	path:map00051	ec:5.3.1.8
ecq	B7MV89	ecq:ECED1_1812	path:map00051	ec:5.3.1.8
ecr		ecr:ECIAI1_1664	path:map00051	ec:5.3.1.8
lpl		lpl:lp_2384	path:map00051	ec:5.3.1.8
lla		lla:L179409	path:map00051	ec:5.3.1.8
stj		stj:SALIVA_1802	path:map00051	ec:5.3.1.8
stj		stj:SALIVA_1364	path:map00051	ec:5.3.1.8
ecq	B7MWW3	ecq:ECED1_2394	path:map00051	ec:5.4.2.8
ecr		ecr:ECIAI1_2123	path:map00051	ec:5.4.2.8
ecr		ecr:ECIAI1_2103	path:map00051	ec:5.4.2.8
ecr		ecr:ECIAI1_2165	path:map00052	ec:1.1.1.251
csh	D9R7H7	csh:Closa_1090	path:map00052	ec:2.7.1.11
csh	D9R3A2	csh:Closa_2274	path:map00052	ec:2.7.1.11
csh	D9R1S5	csh:Closa_0173	path:map00052	ec:2.7.1.11
ecq	B7N2Q7	ecq:ECED1_4618	path:map00052	ec:2.7.1.11
ecq	B7MVA6	ecq:ECED1_1926	path:map00052	ec:2.7.1.11
ecr	B7M6W7	ecr:ECIAI1_4121	path:map00052	ec:2.7.1.11
ecr		ecr:ECIAI1_1781	path:map00052	ec:2.7.1.11
lpl		lpl:lp_1898	path:map00052	ec:2.7.1.11
