organism	protein_id	original_protein_id
C. saccharolyticum	D9RAG6	D9RAG6
C. saccharolyticum	D9RAG8	D9RAG8
C. saccharolyticum	D9RAG9	D9RAG9
C. saccharolyticum	D9RAH1	D9RAH1
C. saccharolyticum	D9RAH2	D9RAH2
C. saccharolyticum	D9RAH3	D9RAH3
C. saccharolyticum	D9RAH4	D9RAH4
C. saccharolyticum	D9RAH5	D9RAH5
C. saccharolyticum	D9RAH6	D9RAH6
C. saccharolyticum	D9RAH8	D9RAH8
C. saccharolyticum	D9RAH9	D9RAH9
C. saccharolyticum	D9RAI0	D9RAI0
C. saccharolyticum	D9RAI1	D9RAI1
C. saccharolyticum	D9RAI2	D9RAI2
C. saccharolyticum	D9RAI5	D9RAI5
C. saccharolyticum	D9RAI8	D9RAI8
C. saccharolyticum	D9RAJ0	D9RAJ0
C. saccharolyticum	D9RAJ1	D9RAJ1
C. saccharolyticum	D9RAJ2	D9RAJ2
C. saccharolyticum	D9RAJ4	D9RAJ4
C. saccharolyticum	D9RAJ5	D9RAJ5
C. saccharolyticum	D9RAJ6	D9RAJ6
C. saccharolyticum	D9RAJ9	D9RAJ9
C. saccharolyticum	D9RAK0	D9RAK0
C. saccharolyticum	D9RAK1	D9RAK1
C. saccharolyticum	D9RAK3	D9RAK3
C. saccharolyticum	D9RAK4	D9RAK4
C. saccharolyticum	D9RAK5	D9RAK5
C. saccharolyticum	D9RAL1	D9RAL1
C. saccharolyticum	D9RAM4	D9RAM4
C. saccharolyticum	D9RAN3	D9RAN3
C. saccharolyticum	D9RAP1	D9RAP1
C. saccharolyticum	D9RAP3	D9RAP3
C. saccharolyticum	D9RAP5	D9RAP5
C. saccharolyticum	D9RAQ8	D9RAQ8
C. saccharolyticum	D9RAR2	D9RAR2
C. saccharolyticum	D9RAR3	D9RAR3
C. saccharolyticum	D9RAR4	D9RAR4
C. saccharolyticum	D9RAR6	D9RAR6
C. saccharolyticum	D9RAR7	D9RAR7
C. saccharolyticum	D9RAR8	D9R9D2|D9RAR8|D9RAZ2
C. saccharolyticum	D9RAR9	D9RAR9
C. saccharolyticum	D9RAS1	D9RAS1
C. saccharolyticum	D9RAS2	D9RAS2
C. saccharolyticum	D9RAS3	D9RAS3
C. saccharolyticum	D9RAS4	D9RAS4
C. saccharolyticum	D9RAS5	D9RAS5
C. saccharolyticum	D9RAS6	D9RAS6
C. saccharolyticum	D9RAS8	D9RAS8
C. saccharolyticum	D9RAT0	D9RAT0
C. saccharolyticum	D9RAT3	D9RAT3
C. saccharolyticum	D9RAT4	D9QZS0|D9R870|D9RAT4
C. saccharolyticum	D9RAT5	D9RAT5
C. saccharolyticum	D9RAT7	D9RAT7
C. saccharolyticum	D9RAU0	D9RAU0
C. saccharolyticum	D9RAU1	D9RAU1
C. saccharolyticum	D9RAU2	D9RAU2
C. saccharolyticum	D9RAU3	D9RAU3
C. saccharolyticum	D9RAU4	D9RAU4
C. saccharolyticum	D9RAU5	D9RAU5
C. saccharolyticum	D9RAU8	D9RAU8
C. saccharolyticum	D9RAU9	D9RAU9
C. saccharolyticum	D9RAV1	D9RAV1
C. saccharolyticum	D9RAV2	D9RAV2
C. saccharolyticum	D9RAV3	D9RAV3
C. saccharolyticum	D9RAV9	D9RAV9
C. saccharolyticum	D9RAW5	D9RAW5
C. saccharolyticum	D9RAW7	D9RAW7
C. saccharolyticum	D9RAW8	D9RAW8
C. saccharolyticum	D9RAW9	D9RAW9
C. saccharolyticum	D9RAX2	D9RAX2
C. saccharolyticum	D9RAX3	D9RAX3
C. saccharolyticum	D9RAX4	D9RAX4
C. saccharolyticum	D9RAX6	D9RAX6
C. saccharolyticum	D9RAX7	D9RAX7
C. saccharolyticum	D9RAX8	D9RAX8
C. saccharolyticum	D9RAX9	D9RAX9
C. saccharolyticum	D9RAY0	D9RAY0
C. saccharolyticum	D9RAY1	D9RAY1
C. saccharolyticum	D9RAY2	D9RAY2
C. saccharolyticum	D9RAY3	D9RAY3
C. saccharolyticum	D9RAY4	D9RAY4
C. saccharolyticum	D9RAY5	D9RAY5
C. saccharolyticum	D9RAY6	D9RAY6
C. saccharolyticum	D9RAY8	D9RAY8
C. saccharolyticum	D9RAY9	D9R7I4|D9RAY9
C. saccharolyticum	D9RAZ1	D9RAZ1
C. saccharolyticum	D9RAZ2	D9R9D2|D9RAR8|D9RAZ2
E. coli ED1a	B7LIF1	B7LIF1
E. coli ED1a	B7LIF2	B7LIF2
E. coli ED1a	B7LIF4	B7LIF4
E. coli ED1a	B7LIG1	B7LIG1
E. coli ED1a	B7LIG9	B7LIG9
E. coli ED1a	B7LIH1	B7LIH1
E. coli ED1a	B7LIH2	B7LIH2
E. coli ED1a	B7LIH8	B7LIH8
E. coli ED1a	B7LIH9	B7LIH9
E. coli ED1a	B7LII0	B7LII0
E. coli ED1a	B7LIJ2	B7LIJ2
E. coli ED1a	B7LIJ3	B7LIJ3
E. coli ED1a	B7LIJ7	B7LIJ7
E. coli ED1a	B7LIK3	B7LIK3
E. coli ED1a	B7LIK4	B7LIK4
E. coli ED1a	B7LIK5	B7LIK5
E. coli ED1a	B7LIK6	B7LIK6
E. coli ED1a	B7LIK9	B7LIK9
E. coli ED1a	B7LIL0	B7LIL0
E. coli ED1a	B7LIL1	B7LIL1
E. coli ED1a	B7LIL2	B7LIL2
E. coli ED1a	B7LIM0	B7LIM0|B7MUZ5
E. coli ED1a	B7LIM1	B7LIM1
E. coli ED1a	B7LIM4	B7LIM4
E. coli ED1a	B7LIM5	B7LIM5|B7N1C1
E. coli ED1a	B7LIM7	B7LIM7
E. coli ED1a	B7LIN2	B7LIN2
E. coli ED1a	B7LIN4	B7LIN4
E. coli ED1a	B7LIN6	B7LIN6
E. coli ED1a	B7LIN7	B7LIN7
E. coli ED1a	B7LIP0	B7LIP0|B7MT40
E. coli ED1a	B7LIQ1	B7LIQ1
E. coli ED1a	B7LIS3	B7LIS3|B7N004
E. coli ED1a	B7LIT1	B7LIT1|B7MZZ3
E. coli ED1a	B7LIT5	B7LIT5
E. coli ED1a	B7LIT6	B7LIT6
E. coli ED1a	B7LIU6	B7LIU6|B7N0K0
E. coli ED1a	B7LIU7	B7LIU7
E. coli ED1a	B7MNL2	B7MNL2
E. coli ED1a	B7MNL4	B7MNL4
E. coli ED1a	B7MNL6	B7MNL6
E. coli ED1a	B7MNL7	B7MNL7
E. coli ED1a	B7MNM1	B7MNM1
E. coli ED1a	B7MNM2	B7MNM2
E. coli ED1a	B7MNM6	B7MNM6
E. coli ED1a	B7MNM7	B7MNM7
E. coli ED1a	B7MNM8	B7MNM8
E. coli ED1a	B7MNN0	B7MNN0
E. coli ED1a	B7MNN1	B7MNN1
E. coli ED1a	B7MNN3	B7MNN3
E. coli ED1a	B7MNN4	B7MNN4
E. coli ED1a	B7MNN5	B7MNN5
E. coli ED1a	B7MNN7	B7MNN7
E. coli ED1a	B7MNN8	B7MNN8
E. coli ED1a	B7MNN9	B7MNN9
E. coli ED1a	B7MNP2	B7MNP2
E. coli ED1a	B7MNP3	B7MNP3
E. coli ED1a	B7MNP4	B7MNP4
E. coli ED1a	B7MNP5	B7MNP5
E. coli ED1a	B7MNP6	B7MNP6
E. coli ED1a	B7MNP8	B7MNP8
E. coli ED1a	B7MNP9	B7MNP9
E. coli ED1a	B7MNQ1	B7MNQ1
E. coli ED1a	B7MNQ4	B7MNQ4
E. coli ED1a	B7MNQ5	B7MNQ5
E. coli ED1a	B7MNQ8	B7MNQ8
E. coli ED1a	B7MNQ9	B7MNQ9
E. coli ED1a	B7MNR0	B7MNR0
E. coli ED1a	B7MNR1	B7MNR1
E. coli ED1a	B7MNR2	B7MNR2
E. coli ED1a	B7MNR3	B7MNR3
E. coli ED1a	B7MNR4	B7MNR4
E. coli ED1a	B7MNR6	B7MNR6
E. coli ED1a	B7MNR9	B7MNR9
E. coli ED1a	B7MNS0	B7MNS0
E. coli ED1a	B7MNS7	B7MNS7
E. coli ED1a	B7MNT1	B7MNT1
E. coli ED1a	B7MNT2	B7MNT2
E. coli ED1a	B7MNT7	B7MNT7
E. coli ED1a	B7MNT8	B7MNT8
E. coli ED1a	B7MNT9	B7MNT9
E. coli ED1a	B7MNU0	B7MNU0
E. coli ED1a	B7MNU1	B7MNU1
E. coli ED1a	B7MNU2	B7MNU2
E. coli ED1a	B7MNU3	B7MNU3
E. coli ED1a	B7MNU4	B7MNU4
E. coli ED1a	B7MNU5	B7MNU5
E. coli ED1a	B7MNU6	B7MNU6
E. coli ED1a	B7MNU7	B7MNU7
E. coli ED1a	B7MNU8	B7MNU8
E. coli ED1a	B7MNU9	B7MNU9
E. coli ED1a	B7MNV0	B7MNV0
E. coli ED1a	B7MNV1	B7MNV1
E. coli ED1a	B7MNV2	B7MNV2
E. coli ED1a	B7MNV3	B7MNV3
E. coli ED1a	B7MNV4	B7MNV4
E. coli ED1a	B7MNV5	B7MNV5
E. coli ED1a	B7MNV7	B7MNV7
E. coli ED1a	B7MNV8	B7MNV8
E. coli ED1a	B7MNV9	B7MNV9
E. coli ED1a	B7MNW1	B7MNW1
E. coli ED1a	B7MNW5	B7MNW5
E. coli ED1a	B7MNW7	B7MNW7
E. coli ED1a	B7MNW8	B7MNW8
E. coli ED1a	B7MNX0	B7MNX0
E. coli ED1a	B7MNX4	B7MNX4
E. coli ED1a	B7MNX5	B7MNX5
E. coli ED1a	B7MNX6	B7MNX6
E. coli ED1a	B7MNX7	B7MNX7
E. coli ED1a	B7MNX8	B7MNX8
E. coli ED1a	B7MNY0	B7MNY0
E. coli ED1a	B7MNY1	B7MNY1
E. coli ED1a	B7MNY2	B7MNY2
E. coli ED1a	B7MNY3	B7MNY3
E. coli ED1a	B7MNY5	B7MNY5
E. coli ED1a	B7MNY7	B7MNY7
E. coli ED1a	B7MNY8	B7MNY8
E. coli ED1a	B7MNY9	B7MNY9
E. coli ED1a	B7MNZ3	B7MNZ3
E. coli ED1a	B7MNZ5	B7MNZ5
E. coli ED1a	B7MNZ6	B7MNZ6
E. coli ED1a	B7MP05	B7MP05
E. coli ED1a	B7MP06	B7MP06
E. coli ED1a	B7MP07	B7MP07
E. coli ED1a	B7MP08	B7MP08
E. coli ED1a	B7MP10	B7MP10
E. coli ED1a	B7MP11	B7MP11
E. coli ED1a	B7MP12	B7MP12
E. coli ED1a	B7MP16	B7MP16
E. coli ED1a	B7MP17	B7MP17
E. coli ED1a	B7MP18	B7MP18
E. coli ED1a	B7MP21	B7MP21
E. coli ED1a	B7MP22	B7MP22
E. coli ED1a	B7MP23	B7MP23
E. coli ED1a	B7MP25	B7MP25
E. coli ED1a	B7MP26	B7MP26
E. coli ED1a	B7MP27	B7MP27
E. coli ED1a	B7MP28	B7MP28
E. coli ED1a	B7MP29	B7MP29
E. coli ED1a	B7MP30	B7MP30
E. coli ED1a	B7MP31	B7MP31
E. coli ED1a	B7MP32	B7MP32
E. coli ED1a	B7MP33	B7MP33
E. coli ED1a	B7MP34	B7MP34
E. coli ED1a	B7MP36	B7MP36
E. coli ED1a	B7MP37	B7MP37
E. coli ED1a	B7MP38	B7MP38
E. coli ED1a	B7MP39	B7MP39
E. coli ED1a	B7MP40	B7MP40
E. coli ED1a	B7MP41	B7MP41
E. coli ED1a	B7MP42	B7MP42
E. coli ED1a	B7MP44	B7MP44
E. coli ED1a	B7MP45	B7MP45
E. coli ED1a	B7MP46	B7MP46
E. coli ED1a	B7MP48	B7MP48
E. coli ED1a	B7MP49	B7MP49
E. coli ED1a	B7MP50	B7MP50
E. coli ED1a	B7MP51	B7MP51
E. coli ED1a	B7MP53	B7MP53
E. coli ED1a	B7MP55	B7MP55
E. coli ED1a	B7MP56	B7MP56
E. coli ED1a	B7MP57	B7MP57
E. coli ED1a	B7MP58	B7MP58
E. coli ED1a	B7MP59	B7MP59
E. coli ED1a	B7MP60	B7MP60
E. coli ED1a	B7MP61	B7MP61
E. coli ED1a	B7MP63	B7MP63
E. coli ED1a	B7MP64	B7MP64
E. coli ED1a	B7MP81	B7MP81
E. coli ED1a	B7MP82	B7MP82
E. coli ED1a	B7MP83	B7MP83
E. coli ED1a	B7MP84	B7MP84|B7MT42
E. coli ED1a	B7MP85	B7MP85
E. coli ED1a	B7MP92	B7MP92
E. coli ED1a	B7MP94	B7MP94
E. coli ED1a	B7MP98	B7MP98
E. coli ED1a	B7MPA1	B7MPA1
E. coli ED1a	B7MPA8	B7MPA8
E. coli ED1a	B7MPB1	B7MPB1
E. coli ED1a	B7MPB2	B7MPB2
E. coli ED1a	B7MPC1	B7MPC1
E. coli ED1a	B7MPC2	B7MPC2
E. coli ED1a	B7MPC3	B7MPC3
E. coli ED1a	B7MPC4	B7MPC4
E. coli ED1a	B7MPD4	B7MPD4
E. coli ED1a	B7MPD8	B7MPD8
E. coli ED1a	B7MPD9	B7MPD9
E. coli ED1a	B7MPE2	B7MPE2
E. coli ED1a	B7MPE3	B7MPE3
E. coli ED1a	B7MPE4	B7MPE4
E. coli ED1a	B7MPE5	B7MPE5
E. coli ED1a	B7MPE7	B7MPE7
E. coli ED1a	B7MPE8	B7MPE8
E. coli ED1a	B7MPF0	B7MPF0
E. coli ED1a	B7MPF1	B7MPF1
E. coli ED1a	B7MPF2	B7MPF2
E. coli ED1a	B7MPF4	B7MPF4
E. coli ED1a	B7MPF5	B7MPF5
E. coli ED1a	B7MPF7	B7MPF7
E. coli ED1a	B7MPF8	B7MPF8
E. coli ED1a	B7MPF9	B7MPF9
E. coli ED1a	B7MPG0	B7MPG0
E. coli ED1a	B7MPG2	B7MPG2
E. coli ED1a	B7MPG4	B7MPG4
E. coli ED1a	B7MPG6	B7MPG6
E. coli ED1a	B7MPG7	B7MPG7
E. coli ED1a	B7MPG8	B7MPG8
E. coli ED1a	B7MPG9	B7MPG9
E. coli ED1a	B7MPH0	B7MPH0
E. coli ED1a	B7MPH3	B7MPH3
E. coli ED1a	B7MPH4	B7MPH4
E. coli ED1a	B7MPH5	B7MPH5
E. coli ED1a	B7MPH6	B7MPH6
E. coli ED1a	B7MPH7	B7MPH7
E. coli ED1a	B7MPH8	B7MPH8
E. coli ED1a	B7MPH9	B7MPH9
E. coli ED1a	B7MPI0	B7MPI0
E. coli ED1a	B7MPI1	B7MPI1
E. coli ED1a	B7MPI2	B7MPI2
E. coli ED1a	B7MPI3	B7MPI3
E. coli ED1a	B7MPI4	B7MPI4
E. coli ED1a	B7MPI5	B7MPI5
E. coli ED1a	B7MPI8	B7MPI8
E. coli ED1a	B7MPJ0	B7MPJ0
E. coli ED1a	B7MPJ1	B7MPJ1
E. coli ED1a	B7MPJ2	B7MPJ2
E. coli ED1a	B7MPJ3	B7MPJ3
E. coli ED1a	B7MPJ4	B7MPJ4
E. coli ED1a	B7MPJ5	B7MPJ5
E. coli ED1a	B7MPJ6	B7MPJ6
E. coli ED1a	B7MPJ7	B7MPJ7
E. coli ED1a	B7MPJ8	B7MPJ8
E. coli ED1a	B7MPK6	B7MPK6
E. coli ED1a	B7MPK8	B7MPK8
E. coli ED1a	B7MPK9	B7MPK9
E. coli ED1a	B7MPL0	B7MPL0
E. coli ED1a	B7MPL3	B7MPL3
E. coli ED1a	B7MPL6	B7MPL6
E. coli ED1a	B7MPL7	B7MPL7
E. coli ED1a	B7MPL8	B7MPL8
E. coli ED1a	B7MPL9	B7MPL9
E. coli ED1a	B7MPM0	B7MPM0
E. coli ED1a	B7MPM1	B7MPM1|B7N2R4
E. coli ED1a	B7MPM2	B7MPM2|B7MSF5
E. coli ED1a	B7MPM4	B7MPM4
E. coli ED1a	B7MPM5	B7MPM5
E. coli ED1a	B7MPM7	B7MPM7
E. coli ED1a	B7MPM8	B7MPM8
E. coli ED1a	B7MPM9	B7MPM9
E. coli ED1a	B7MPN0	B7MPN0
E. coli ED1a	B7MPN1	B7MPN1
E. coli ED1a	B7MPN2	B7MPN2
E. coli ED1a	B7MPN3	B7MPN3
E. coli ED1a	B7MPN8	B7MPN8
E. coli ED1a	B7MPN9	B7MPN9
E. coli ED1a	B7MPP0	B7MPP0
E. coli ED1a	B7MPP1	B7MPP1
E. coli ED1a	B7MPP2	B7MPP2
E. coli ED1a	B7MPP3	B7MPP3
E. coli ED1a	B7MPP4	B7MPP4
E. coli ED1a	B7MPP6	B7MPP6
E. coli ED1a	B7MPP8	B7MPP8
E. coli ED1a	B7MPP9	B7MPP9
E. coli ED1a	B7MPQ0	B7MPQ0
E. coli ED1a	B7MPQ1	B7MPQ1
E. coli ED1a	B7MPQ2	B7MPQ2
E. coli ED1a	B7MPQ9	B7MPQ9
E. coli ED1a	B7MPR0	B7MPR0
E. coli ED1a	B7MPR2	B7MPR2
E. coli ED1a	B7MPR3	B7MPR3
E. coli ED1a	B7MPR6	B7MPR6
E. coli ED1a	B7MPR7	B7MPR7
E. coli ED1a	B7MPR8	B7MPR8
E. coli ED1a	B7MPR9	B7MPR9
E. coli ED1a	B7MPS0	B7MPS0
E. coli ED1a	B7MPS2	B7MPS2
E. coli ED1a	B7MPS3	B7MPS3
E. coli ED1a	B7MPS5	B7MPS5
E. coli ED1a	B7MPS7	B7MPS7
E. coli ED1a	B7MPS9	B7MPS9
E. coli ED1a	B7MPT2	B7MPT2
E. coli ED1a	B7MPT7	B7MPT7
E. coli ED1a	B7MPT8	B7MPT8
E. coli ED1a	B7MPU8	B7MPU8
E. coli ED1a	B7MPV0	B7MPV0
E. coli ED1a	B7MPV2	B7MPV2
E. coli ED1a	B7MPV3	B7MPV3
E. coli ED1a	B7MPV4	B7MPV4|B7MXB6|B7MYG0
E. coli ED1a	B7MPW2	B7MPW2
E. coli ED1a	B7MPW4	B7MPW4
E. coli ED1a	B7MPZ3	B7MPZ3
E. coli ED1a	B7MPZ4	B7MPZ4|B7MSE3|B7MU97|B7MW06|B7MX53|B7N2W5
E. coli ED1a	B7MPZ6	B7MPZ6
E. coli ED1a	B7MQ03	B7MQ03
E. coli ED1a	B7MQ16	B7MQ16
E. coli ED1a	B7MQ19	B7MQ19
E. coli ED1a	B7MQ21	B7MQ21
E. coli ED1a	B7MQ22	B7MQ22
E. coli ED1a	B7MQ23	B7MQ23
E. coli ED1a	B7MQ24	B7MQ24
E. coli ED1a	B7MQ35	B7MQ35
E. coli ED1a	B7MQ56	B7MQ56
E. coli ED1a	B7MQ57	B7MQ57
E. coli ED1a	B7MQ58	B7MQ58
E. coli ED1a	B7MQ59	B7MQ59
E. coli ED1a	B7MQ60	B7MQ60
E. coli ED1a	B7MQ68	B7MQ68
E. coli ED1a	B7MQ69	B7MQ69
E. coli ED1a	B7MQ73	B7MQ73
E. coli ED1a	B7MQ74	B7MQ74
E. coli ED1a	B7MQ75	B7MQ75
E. coli ED1a	B7MQ76	B7MQ76
E. coli ED1a	B7MQ77	B7MQ77
E. coli ED1a	B7MQ78	B7MQ78
E. coli ED1a	B7MQ79	B7MQ79
E. coli ED1a	B7MQ90	B7MQ90
E. coli ED1a	B7MQ95	B7MQ95
E. coli ED1a	B7MQ98	B7MQ98
E. coli ED1a	B7MQA1	B7MQA1
E. coli ED1a	B7MQA2	B7MQA2
E. coli ED1a	B7MQA3	B7MQA3
E. coli ED1a	B7MQA4	B7MQA4
E. coli ED1a	B7MQA5	B7MQA5
E. coli ED1a	B7MQA6	B7MQA6
E. coli ED1a	B7MQB2	B7MQB2
E. coli ED1a	B7MQB3	B7MQB3
E. coli ED1a	B7MQB4	B7MQB4
E. coli ED1a	B7MQC4	B7MQC4
E. coli ED1a	B7MQC5	B7MQC5
E. coli ED1a	B7MQC6	B7MQC6|B7MR30
E. coli ED1a	B7MQC7	B7MQC7
E. coli ED1a	B7MQC8	B7MQC8
E. coli ED1a	B7MQC9	B7MQC9
E. coli ED1a	B7MQD0	B7MQD0
E. coli ED1a	B7MQD1	B7MQD1
E. coli ED1a	B7MQD2	B7MQD2
E. coli ED1a	B7MQD4	B7MQD4
E. coli ED1a	B7MQD5	B7MQD5
E. coli ED1a	B7MQD6	B7MQD6
E. coli ED1a	B7MQD7	B7MQD7
E. coli ED1a	B7MQD8	B7MQD8
E. coli ED1a	B7MQD9	B7MQD9
E. coli ED1a	B7MQE0	B7MQE0
E. coli ED1a	B7MQE1	B7MQE1
E. coli ED1a	B7MQE2	B7MQE2
E. coli ED1a	B7MQE8	B7MQE8
E. coli ED1a	B7MQE9	B7MQE9
E. coli ED1a	B7MQF0	B7MQF0
E. coli ED1a	B7MQF2	B7MQF2
E. coli ED1a	B7MQF3	B7MQF3
E. coli ED1a	B7MQF4	B7MQF4
E. coli ED1a	B7MQF5	B7MQF5
E. coli ED1a	B7MQF6	B7MQF6
E. coli ED1a	B7MQF7	B7MQF7
E. coli ED1a	B7MQF8	B7MQF8
E. coli ED1a	B7MQG0	B7MQG0
E. coli ED1a	B7MQG1	B7MQG1
E. coli ED1a	B7MQG4	B7MQG4
E. coli ED1a	B7MQG5	B7MQG5
E. coli ED1a	B7MQG6	B7MQG6
E. coli ED1a	B7MQG7	B7MQG7
E. coli ED1a	B7MQG8	B7MQG8
E. coli ED1a	B7MQG9	B7MQG9
E. coli ED1a	B7MQH1	B7MQH1
E. coli ED1a	B7MQH4	B7MQH4
E. coli ED1a	B7MQH7	B7MQH7
E. coli ED1a	B7MQH8	B7MQH8
E. coli ED1a	B7MQI0	B7MQI0
E. coli ED1a	B7MQI1	B7MQI1
E. coli ED1a	B7MQI2	B7MQI2
E. coli ED1a	B7MQI4	B7MQI4
E. coli ED1a	B7MQI5	B7MQI5
E. coli ED1a	B7MQI6	B7MQI6
E. coli ED1a	B7MQI8	B7MQI8
E. coli ED1a	B7MQI9	B7MQI9
E. coli ED1a	B7MQJ0	B7MQJ0
E. coli ED1a	B7MQJ1	B7MQJ1
E. coli ED1a	B7MQJ2	B7MQJ2
E. coli ED1a	B7MQJ3	B7MQJ3
E. coli ED1a	B7MQJ4	B7MQJ4
E. coli ED1a	B7MQJ6	B7MQJ6
E. coli ED1a	B7MQJ7	B7MQJ7
E. coli ED1a	B7MQK0	B7MQK0
E. coli ED1a	B7MQK1	B7MQK1
E. coli ED1a	B7MQK2	B7MQK2
E. coli ED1a	B7MQK3	B7MQK3
E. coli ED1a	B7MQK4	B7MQK4
E. coli ED1a	B7MQK6	B7MQK6
E. coli ED1a	B7MQK7	B7MQK7
E. coli ED1a	B7MQK8	B7MQK8
E. coli ED1a	B7MQK9	B7MQK9
E. coli ED1a	B7MQL0	B7MQL0
E. coli ED1a	B7MQL1	B7MQL1
E. coli ED1a	B7MQL2	B7MQL2
E. coli ED1a	B7MQL3	B7MQL3
E. coli ED1a	B7MQL4	B7MQL4
E. coli ED1a	B7MQL5	B7MQL5
E. coli ED1a	B7MQL7	B7MQL7
E. coli ED1a	B7MQL8	B7MQL8
E. coli ED1a	B7MQM0	B7MQM0
E. coli ED1a	B7MQM2	B7MQM2
E. coli ED1a	B7MQM4	B7MQM4
E. coli ED1a	B7MQM5	B7MQM5
E. coli ED1a	B7MQM6	B7MQM6
E. coli ED1a	B7MQM7	B7MQM7
E. coli ED1a	B7MQN2	B7MQN2
E. coli ED1a	B7MQN3	B7MQN3
E. coli ED1a	B7MQN6	B7MQN6
E. coli ED1a	B7MQN7	B7MQN7
E. coli ED1a	B7MQN8	B7MQN8
E. coli ED1a	B7MQN9	B7MQN9
E. coli ED1a	B7MQP0	B7MQP0
E. coli ED1a	B7MQP6	B7MQP6
E. coli ED1a	B7MQP7	B7MQP7
E. coli ED1a	B7MQP8	B7MQP8
E. coli ED1a	B7MQP9	B7MQP9
E. coli ED1a	B7MQQ0	B7MQQ0
E. coli ED1a	B7MQQ1	B7MQQ1
E. coli ED1a	B7MQQ4	B7MQQ4
E. coli ED1a	B7MQQ5	B7MQQ5
E. coli ED1a	B7MQQ7	B7MQQ7
E. coli ED1a	B7MQR1	B7MQR1
E. coli ED1a	B7MQR3	B7MQR3
E. coli ED1a	B7MQR4	B7MQR4
E. coli ED1a	B7MQR5	B7MQR5
E. coli ED1a	B7MQR6	B7MQR6
E. coli ED1a	B7MQR9	B7MQR9
E. coli ED1a	B7MQS1	B7MQS1
E. coli ED1a	B7MQS3	B7MQS3
E. coli ED1a	B7MQS4	B7MQS4
E. coli ED1a	B7MQS5	B7MQS5
E. coli ED1a	B7MQS6	B7MQS6
E. coli ED1a	B7MQS8	B7MQS8
E. coli ED1a	B7MQS9	B7MQS9
E. coli ED1a	B7MQT0	B7MQT0
E. coli ED1a	B7MQT1	B7MQT1
E. coli ED1a	B7MQT2	B7MQT2
E. coli ED1a	B7MQT3	B7MQT3
E. coli ED1a	B7MQT6	B7MQT6
E. coli ED1a	B7MQT7	B7MQT7
E. coli ED1a	B7MQT8	B7MQT8
E. coli ED1a	B7MQT9	B7MQT9
E. coli ED1a	B7MQU1	B7MQU1
E. coli ED1a	B7MQU2	B7MQU2
E. coli ED1a	B7MQU3	B7MQU3
E. coli ED1a	B7MQU5	B7MQU5
E. coli ED1a	B7MQV0	B7MQV0
E. coli ED1a	B7MQV2	B7MQV2
E. coli ED1a	B7MQV4	B7MQV4
E. coli ED1a	B7MQV5	B7MQV5
E. coli ED1a	B7MQV7	B7MQV7
E. coli ED1a	B7MQW3	B7MQW3
E. coli ED1a	B7MQW4	B7MQW4
E. coli ED1a	B7MQW7	B7MQW7
E. coli ED1a	B7MQW8	B7MQW8
E. coli ED1a	B7MQW9	B7MQW9
E. coli ED1a	B7MQX0	B7MQX0
E. coli ED1a	B7MQX1	B7MQX1
E. coli ED1a	B7MQX2	B7MQX2
E. coli ED1a	B7MQX4	B7MQX4
E. coli ED1a	B7MQX5	B7MQX5
E. coli ED1a	B7MQX6	B7MQX6
E. coli ED1a	B7MQX7	B7MQX7
E. coli ED1a	B7MQY0	B7MQY0
E. coli ED1a	B7MQY1	B7MQY1
E. coli ED1a	B7MQY2	B7MQY2
E. coli ED1a	B7MQY4	B7MQY4
E. coli ED1a	B7MQY5	B7MQY5
E. coli ED1a	B7MQY6	B7MQY6
E. coli ED1a	B7MQY7	B7MQY7
E. coli ED1a	B7MQY8	B7MQY8
E. coli ED1a	B7MQY9	B7MQY9
E. coli ED1a	B7MQZ5	B7MQZ5
E. coli ED1a	B7MQZ7	B7MQZ7
E. coli ED1a	B7MQZ8	B7MQZ8
E. coli ED1a	B7MR01	B7MR01
E. coli ED1a	B7MR02	B7MR02
E. coli ED1a	B7MR03	B7MR03
E. coli ED1a	B7MR04	B7MR04
E. coli ED1a	B7MR05	B7MR05
E. coli ED1a	B7MR06	B7MR06
E. coli ED1a	B7MR07	B7MR07
E. coli ED1a	B7MR08	B7MR08
E. coli ED1a	B7MR09	B7MR09
E. coli ED1a	B7MR10	B7MR10
E. coli ED1a	B7MR11	B7MR11
E. coli ED1a	B7MR12	B7MR12
E. coli ED1a	B7MR14	B7MR14
E. coli ED1a	B7MR16	B7MR16
E. coli ED1a	B7MR17	B7MR17
E. coli ED1a	B7MR18	B7MR18
E. coli ED1a	B7MR21	B7MR21
E. coli ED1a	B7MR22	B7MR22
E. coli ED1a	B7MR23	B7MR23
E. coli ED1a	B7MR24	B7MR24
E. coli ED1a	B7MR25	B7MR25
E. coli ED1a	B7MR27	B7MR27
E. coli ED1a	B7MR28	B7MR28
E. coli ED1a	B7MR29	B7MR29
E. coli ED1a	B7MR30	B7MQC6|B7MR30
E. coli ED1a	B7MR32	B7MR32
E. coli ED1a	B7MR33	B7MR33
E. coli ED1a	B7MR34	B7MR34
E. coli ED1a	B7MR46	B7MR46
E. coli ED1a	B7MR48	B7MR48
E. coli ED1a	B7MR50	B7MR50
E. coli ED1a	B7MR51	B7MR51
E. coli ED1a	B7MR54	B7MR54
E. coli ED1a	B7MR55	B7MR55
E. coli ED1a	B7MR61	B7MR61
E. coli ED1a	B7MR63	B7MR63
E. coli ED1a	B7MR64	B7MR64
