organism	protein_id	original_protein_id
E. coli IAI1	P0A7U3	P0A7U3
E. coli IAI1	P0A7U7	P0A7U7
E. coli IAI1	P0A7V0	P0A7V0
E. coli IAI1	P0A7V3	P0A7V3
E. coli IAI1	P0A7V8	P0A7V8
E. coli IAI1	P0A7W1	P0A7W1
E. coli IAI1	P0A7W7	P0A7W7
E. coli IAI1	P0A7X3	P0A7X3
E. coli IAI1	P0A7X6	P0A7X6
E. coli IAI1	P0A7Y0	P0A7Y0
E. coli IAI1	P0A7Y4	P0A7Y4
E. coli IAI1	P0A7Y8	P0A7Y8
E. coli IAI1	P0A7Z0	P0A7Z0
E. coli IAI1	P0A7Z4	P0A7Z4
E. coli IAI1	P0A800	P0A800
E. coli IAI1	P0A805	P0A805
E. coli IAI1	P0A809	P0A809
E. coli IAI1	P0A812	P0A812
E. coli IAI1	P0A817	P0A817
E. coli IAI1	P0A821	P0A821
E. coli IAI1	P0A823	P0A823
E. coli IAI1	P0A825	P0A825
E. coli IAI1	P0A830	P0A830
E. coli IAI1	P0A832	P0A832
E. coli IAI1	P0A836	P0A836
E. coli IAI1	P0A840	P0A840
E. coli IAI1	P0A843	P0A843
E. coli IAI1	P0A847	P0A847
E. coli IAI1	P0A850	P0A850
E. coli IAI1	P0A853	P0A853
E. coli IAI1	P0A855	P0A855
E. coli IAI1	P0A858	P0A858
E. coli IAI1	P0A862	P0A862
E. coli IAI1	P0A867	P0A867
E. coli IAI1	P0A870	P0A870
E. coli IAI1	P0A873	P0A873
E. coli IAI1	P0A877	P0A877
E. coli IAI1	P0A879	P0A879
E. coli IAI1	P0A881	P0A881
E. coli IAI1	P0A884	P0A884
E. coli IAI1	P0A887	P0A887
E. coli IAI1	P0A890	P0A890
E. coli IAI1	P0A894	P0A894
E. coli IAI1	P0A898	P0A898
E. coli IAI1	P0A8A0	P0A8A0
E. coli IAI1	P0A8A2	P0A8A2
E. coli IAI1	P0A8A4	P0A8A4
E. coli IAI1	P0A8A8	P0A8A8
E. coli IAI1	P0A8B2	P0A8B2
E. coli IAI1	P0A8B5	P0A8B5
E. coli IAI1	P0A8C1	P0A8C1
E. coli IAI1	P0A8D0	P0A8D0
E. coli IAI1	P0A8D3	P0A8D3
E. coli IAI1	P0A8D6	P0A8D6
E. coli IAI1	P0A8E1	P0A8E1
E. coli IAI1	P0A8E5	P0A8E5
E. coli IAI1	P0A8E7	P0A8E7
E. coli IAI1	P0A8F0	P0A8F0
E. coli IAI1	P0A8F4	P0A8F4
E. coli IAI1	P0A8F8	P0A8F8
E. coli IAI1	P0A8G0	P0A8G0
E. coli IAI1	P0A8G3	P0A8G3
E. coli IAI1	P0A8G6	P0A8G6
E. coli IAI1	P0A8G9	P0A8G9
E. coli IAI1	P0A8H6	P0A8H6
E. coli IAI1	P0A8I1	P0A8I1
E. coli IAI1	P0A8I3	P0A8I3
E. coli IAI1	P0A8I5	P0A8I5
E. coli IAI1	P0A8I8	P0A8I8
E. coli IAI1	P0A8J2	P0A8J2
E. coli IAI1	P0A8J4	P0A8J4
E. coli IAI1	P0A8J8	P0A8J8
E. coli IAI1	P0A8K1	P0A8K1
E. coli IAI1	P0A8K5	P0A8K5
E. coli IAI1	P0A8L1	P0A8L1
E. coli IAI1	P0A8M0	P0A8M0
E. coli IAI1	P0A8M3	P0A8M3
E. coli IAI1	P0A8M6	P0A8M6
E. coli IAI1	P0A8N0	P0A8N0
E. coli IAI1	P0A8N3	P0A8N3
E. coli IAI1	P0A8N5	P0A8N5
E. coli IAI1	P0A8N7	P0A8N7
E. coli IAI1	P0A8P3	P0A8P3
E. coli IAI1	P0A8P8	P0A8P8
E. coli IAI1	P0A8Q0	P0A8Q0
E. coli IAI1	P0A8Q3	P0A8Q3
E. coli IAI1	P0A8Q6	P0A8Q6
E. coli IAI1	P0A8R0	P0A8R0
E. coli IAI1	P0A8R4	P0A8R4
E. coli IAI1	P0A8R7	P0A8R7
E. coli IAI1	P0A8R9	P0A8R9
E. coli IAI1	P0A8S1	P0A8S1
E. coli IAI1	P0A8T1	P0A8T1
E. coli IAI1	P0A8T7	P0A8T7
E. coli IAI1	P0A8U2	P0A8U2
E. coli IAI1	P0A8U6	P0A8U6
E. coli IAI1	P0A8V0	P0A8V0
E. coli IAI1	P0A8V2	P0A8V2
E. coli IAI1	P0A8V6	P0A8V6
E. coli IAI1	P0A8W0	P0A8W0
E. coli IAI1	P0A8W2	P0A8W2
E. coli IAI1	P0A8W5	P0A8W5
E. coli IAI1	P0A8W8	P0A8W8
E. coli IAI1	P0A8X0	P0A8X0
E. coli IAI1	P0A8X2	P0A8X2
E. coli IAI1	P0A8Y3	P0A8Y3
E. coli IAI1	P0A8Y5	P0A8Y5
E. coli IAI1	P0A8Z0	P0A8Z0
E. coli IAI1	P0A8Z3	P0A8Z3
E. coli IAI1	P0A8Z7	P0A8Z7
E. coli IAI1	P0A903	P0A903
E. coli IAI1	P0A905	P0A905
E. coli IAI1	P0A908	P0A908
E. coli IAI1	P0A910	P0A910
E. coli IAI1	P0A912	P0A912
E. coli IAI1	P0A915	P0A915
E. coli IAI1	P0A917	P0A917
E. coli IAI1	P0A921	P0A921
E. coli IAI1	P0A927	P0A927
E. coli IAI1	P0A932	P0A932
E. coli IAI1	P0A935	P0A935
E. coli IAI1	P0A940	P0A940
E. coli IAI1	P0A948	P0A948
E. coli IAI1	P0A951	P0A951
E. coli IAI1	P0A953	P0A953
E. coli IAI1	P0A955	P0A955
E. coli IAI1	P0A959	P0A959
E. coli IAI1	P0A962	P0A962
E. coli IAI1	P0A968	P0A968
E. coli IAI1	P0A972	P0A972
E. coli IAI1	P0A978	P0A978
E. coli IAI1	P0A988	P0A988
E. coli IAI1	P0A991	P0A991
E. coli IAI1	P0A993	P0A993
E. coli IAI1	P0A996	P0A996
E. coli IAI1	P0A998	P0A998
E. coli IAI1	P0A9A6	P0A9A6
E. coli IAI1	P0A9A9	P0A9A9
E. coli IAI1	P0A9B2	P0A9B2
E. coli IAI1	P0A9B6	P0A9B6
E. coli IAI1	P0A9C0	P0A9C0
E. coli IAI1	P0A9C3	P0A9C3
E. coli IAI1	P0A9C5	P0A9C5
E. coli IAI1	P0A9C9	P0A9C9
E. coli IAI1	P0A9D2	P0A9D2
E. coli IAI1	P0A9D4	P0A9D4
E. coli IAI1	P0A9D8	P0A9D8
E. coli IAI1	P0A9E0	P0A9E0
E. coli IAI1	P0A9E5	P0A9E5
E. coli IAI1	P0A9F1	P0A9F1
E. coli IAI1	P0A9F3	P0A9F3
E. coli IAI1	P0A9F6	P0A9F6
E. coli IAI1	P0A9G2	P0A9G2
E. coli IAI1	P0A9G4	P0A9G4
E. coli IAI1	P0A9G6	P0A9G6
E. coli IAI1	P0A9G8	P0A9G8
E. coli IAI1	P0A9H1	P0A9H1
E. coli IAI1	P0A9H3	P0A9H3
E. coli IAI1	P0A9H5	P0A9H5
E. coli IAI1	P0A9H7	P0A9H7
E. coli IAI1	P0A9I1	P0A9I1
E. coli IAI1	P0A9I3	P0A9I3
E. coli IAI1	P0A9I8	P0A9I8
E. coli IAI1	P0A9J0	P0A9J0
E. coli IAI1	P0A9J4	P0A9J4
E. coli IAI1	P0A9J6	P0A9J6
E. coli IAI1	P0A9J8	P0A9J8
E. coli IAI1	P0A9K3	P0A9K3
E. coli IAI1	P0A9K7	P0A9K7
E. coli IAI1	P0A9K9	P0A9K9
E. coli IAI1	P0A9L3	P0A9L3
E. coli IAI1	P0A9L5	P0A9L5
E. coli IAI1	P0A9L8	P0A9L8
E. coli IAI1	P0A9M0	P0A9M0
E. coli IAI1	P0A9M2	P0A9M2
E. coli IAI1	P0A9M5	P0A9M5
E. coli IAI1	P0A9M8	P0A9M8
E. coli IAI1	P0A9N4	P0A9N4
E. coli IAI1	P0A9N8	P0A9N8
E. coli IAI1	P0A9P0	P0A9P0
E. coli IAI1	P0A9P4	P0A9P4
E. coli IAI1	P0A9P6	P0A9P6
E. coli IAI1	P0A9Q1	P0A9Q1
E. coli IAI1	P0A9Q5	P0A9Q5
E. coli IAI1	P0A9Q7	P0A9Q7
E. coli IAI1	P0A9Q9	P0A9Q9
E. coli IAI1	P0A9R4	P0A9R4
E. coli IAI1	P0A9R7	P0A9R7
E. coli IAI1	P0A9S1	P0A9S1
E. coli IAI1	P0A9S5	P0A9S5
E. coli IAI1	P0A9T0	P0A9T0
E. coli IAI1	P0A9T4	P0A9T4
E. coli IAI1	P0A9T8	P0A9T8
E. coli IAI1	P0A9U1	P0A9U1
E. coli IAI1	P0A9U3	P0A9U3
E. coli IAI1	P0A9U6	P0A9U6
E. coli IAI1	P0A9V1	P0A9V1
E. coli IAI1	P0A9W0	P0A9W0
E. coli IAI1	P0A9W3	P0A9W3
E. coli IAI1	P0A9W6	P0A9W6
E. coli IAI1	P0A9W9	P0A9W9
E. coli IAI1	P0A9X1	P0A9X1
E. coli IAI1	P0A9X4	P0A9X4
E. coli IAI1	P0A9X9	P0A9X9
E. coli IAI1	P0A9Y6	P0A9Y6
E. coli IAI1	P0A9Z1	P0A9Z1
E. coli IAI1	P0AA04	P0AA04
E. coli IAI1	P0AA10	P0AA10
E. coli IAI1	P0AA16	P0AA16
E. coli IAI1	P0AA25	P0AA25
E. coli IAI1	P0AA31	P0AA31
E. coli IAI1	P0AA39	P0AA39
E. coli IAI1	P0AA41	P0AA41
E. coli IAI1	P0AA43	P0AA43
E. coli IAI1	P0AA53	P0AA53
E. coli IAI1	P0AA78	P0AA78
E. coli IAI1	P0AA80	P0AA80
E. coli IAI1	P0AA86	P0AA86
E. coli IAI1	P0AA91	P0AA91
E. coli IAI1	P0AAA1	P0AAA1
E. coli IAI1	P0AAA9	P0AAA9
E. coli IAI1	P0AAB4	P0AAB4
E. coli IAI1	P0AAB6	P0AAB6
E. coli IAI1	P0AAB8	P0AAB8
E. coli IAI1	P0AAC0	P0AAC0
E. coli IAI1	P0AAC4	P0AAC4
E. coli IAI1	P0AAC8	P0AAC8
E. coli IAI1	P0AAD4	P0AAD4
E. coli IAI1	P0AAD6	P0AAD6
E. coli IAI1	P0AAD8	P0AAD8
E. coli IAI1	P0AAE0	P0AAE0
E. coli IAI1	P0AAE8	P0AAE8
E. coli IAI1	P0AAF1	P0AAF1
E. coli IAI1	P0AAF6	P0AAF6
E. coli IAI1	P0AAH0	P0AAH0
E. coli IAI1	P0AAH4	P0AAH4
E. coli IAI1	P0AAH8	P0AAH8
E. coli IAI1	P0AAI3	P0AAI3
E. coli IAI1	P0AAI5	P0AAI5
E. coli IAI1	P0AAI9	P0AAI9
E. coli IAI1	P0AAJ1	P0AAJ1
E. coli IAI1	P0AAJ3	P0AAJ3
E. coli IAI1	P0AAJ5	P0AAJ5
E. coli IAI1	P0AAJ8	P0AAJ8
E. coli IAI1	P0AAK1	P0AAK1
E. coli IAI1	P0AAK4	P0AAK4
E. coli IAI1	P0AAK7	P0AAK7
E. coli IAI1	P0AAM3	P0AAM3
E. coli IAI1	P0AAM7	P0AAM7
E. coli IAI1	P0AAN1	P0AAN1
E. coli IAI1	P0AAN3	P0AAN3
E. coli IAI1	P0AAN5	P0AAN5
E. coli IAI1	P0AAP3	P0AAP3
E. coli IAI1	P0AAR3	P0AAR3
E. coli IAI1	P0AAR8	P0AAR8
E. coli IAI1	P0AAS3	P0AAS3
E. coli IAI1	P0AAS7	P0AAS7
E. coli IAI1	P0AAT4	P0AAT4
E. coli IAI1	P0AAT6	P0AAT6
E. coli IAI1	P0AAT9	P0AAT9
E. coli IAI1	P0AAU7	P0AAU7
E. coli IAI1	P0AAV4	P0AAV4
E. coli IAI1	P0AAX8	P0AAX8
E. coli IAI1	P0AAY1	P0AAY1
E. coli IAI1	P0AAZ4	P0AAZ4
E. coli IAI1	P0AAZ7	P0AAZ7
E. coli IAI1	P0AB01	P0AB01
E. coli IAI1	P0AB03	P0AB03
E. coli IAI1	P0AB12	P0AB12
E. coli IAI1	P0AB14	P0AB14
E. coli IAI1	P0AB24	P0AB24
E. coli IAI1	P0AB26	P0AB26
E. coli IAI1	P0AB28	P0AB28
E. coli IAI1	P0AB38	P0AB38
E. coli IAI1	P0AB43	P0AB43
E. coli IAI1	P0AB52	P0AB52
E. coli IAI1	P0AB55	P0AB55
E. coli IAI1	P0AB58	P0AB58
E. coli IAI1	P0AB61	P0AB61
E. coli IAI1	P0AB65	P0AB65
E. coli IAI1	P0AB67	P0AB67
E. coli IAI1	P0AB71	P0AB71
E. coli IAI1	P0AB77	P0AB77
E. coli IAI1	P0AB80	P0AB80
E. coli IAI1	P0AB83	P0AB83
E. coli IAI1	P0AB85	P0AB85
E. coli IAI1	P0AB87	P0AB87
E. coli IAI1	P0AB89	P0AB89
E. coli IAI1	P0AB91	P0AB91
E. coli IAI1	P0AB96	P0AB96
E. coli IAI1	P0AB98	P0AB98
E. coli IAI1	P0ABA0	P0ABA0
E. coli IAI1	P0ABA4	P0ABA4
E. coli IAI1	P0ABA6	P0ABA6
E. coli IAI1	P0ABB0	P0ABB0
E. coli IAI1	P0ABB4	P0ABB4
E. coli IAI1	P0ABB8	P0ABB8
E. coli IAI1	P0ABC3	P0ABC3
E. coli IAI1	P0ABC7	P0ABC7
E. coli IAI1	P0ABD5	P0ABD5
E. coli IAI1	P0ABD8	P0ABD8
E. coli IAI1	P0ABE2	P0ABE2
E. coli IAI1	P0ABF1	P0ABF1
E. coli IAI1	P0ABF4	P0ABF4
E. coli IAI1	P0ABF6	P0ABF6
E. coli IAI1	P0ABF8	P0ABF8
E. coli IAI1	P0ABG4	P0ABG4
E. coli IAI1	P0ABG7	P0ABG7
E. coli IAI1	P0ABH0	P0ABH0
E. coli IAI1	P0ABH7	P0ABH7
E. coli IAI1	P0ABH9	P0ABH9
E. coli IAI1	P0ABI4	P0ABI4
E. coli IAI1	P0ABI8	P0ABI8
E. coli IAI1	P0ABJ9	P0ABJ9
E. coli IAI1	P0ABK2	P0ABK2
E. coli IAI1	P0ABK5	P0ABK5
E. coli IAI1	P0ABK9	P0ABK9
E. coli IAI1	P0ABL1	P0ABL1
E. coli IAI1	P0ABL3	P0ABL3
E. coli IAI1	P0ABL5	P0ABL5
E. coli IAI1	P0ABN1	P0ABN1
E. coli IAI1	P0ABN5	P0ABN5
E. coli IAI1	P0ABN9	P0ABN9
E. coli IAI1	P0ABP3	P0ABP3
E. coli IAI1	P0ABP6	P0ABP6
E. coli IAI1	P0ABP8	P0ABP8
E. coli IAI1	P0ABQ0	P0ABQ0
E. coli IAI1	P0ABQ2	P0ABQ2
E. coli IAI1	P0ABQ4	P0ABQ4
E. coli IAI1	P0ABS1	P0ABS1
E. coli IAI1	P0ABS5	P0ABS5
E. coli IAI1	P0ABS8	P0ABS8
E. coli IAI1	P0ABT2	P0ABT2
E. coli IAI1	P0ABU0	P0ABU0
E. coli IAI1	P0ABU2	P0ABU2
E. coli IAI1	P0ABU5	P0ABU5
E. coli IAI1	P0ABU7	P0ABU7
E. coli IAI1	P0ABU9	P0ABU9
E. coli IAI1	P0ABV2	P0ABV2
E. coli IAI1	P0ABV6	P0ABV6
E. coli IAI1	P0ABZ1	P0ABZ1
E. coli IAI1	P0ABZ4	P0ABZ4
E. coli IAI1	P0ABZ6	P0ABZ6
E. coli IAI1	P0AC00	P0AC00
E. coli IAI1	P0AC02	P0AC02
E. coli IAI1	P0AC05	P0AC05
E. coli IAI1	P0AC13	P0AC13
E. coli IAI1	P0AC16	P0AC16
E. coli IAI1	P0AC19	P0AC19
E. coli IAI1	P0AC23	P0AC23
E. coli IAI1	P0AC30	P0AC30
E. coli IAI1	P0AC33	P0AC33
E. coli IAI1	P0AC38	P0AC38
E. coli IAI1	P0AC41	P0AC41
E. coli IAI1	P0AC44	P0AC44
E. coli IAI1	P0AC47	P0AC47
E. coli IAI1	P0AC51	P0AC51
E. coli IAI1	P0AC53	P0AC53
E. coli IAI1	P0AC55	P0AC55
E. coli IAI1	P0AC59	P0AC59
E. coli IAI1	P0AC62	P0AC62
E. coli IAI1	P0AC69	P0AC69
E. coli IAI1	P0AC75	P0AC75
E. coli IAI1	P0AC78	P0AC78
E. coli IAI1	P0AC81	P0AC81
E. coli IAI1	P0AC84	P0AC84
E. coli IAI1	P0AC86	P0AC86
E. coli IAI1	P0AC92	P0AC92
E. coli IAI1	P0ACA1	P0ACA1
E. coli IAI1	P0ACA3	P0ACA3
E. coli IAI1	P0ACA7	P0ACA7
E. coli IAI1	P0ACB0	P0ACB0
E. coli IAI1	P0ACB2	P0ACB2
E. coli IAI1	P0ACB4	P0ACB4
E. coli IAI1	P0ACB7	P0ACB7
E. coli IAI1	P0ACC3	P0ACC3
E. coli IAI1	P0ACC7	P0ACC7
E. coli IAI1	P0ACD4	P0ACD4
E. coli IAI1	P0ACD8	P0ACD8
E. coli IAI1	P0ACE0	P0ACE0
E. coli IAI1	P0ACE7	P0ACE7
E. coli IAI1	P0ACF0	P0ACF0
E. coli IAI1	P0ACF4	P0ACF4
E. coli IAI1	P0ACF8	P0ACF8
E. coli IAI1	P0ACG1	P0ACG1
E. coli IAI1	P0ACG8	P0ACG8
E. coli IAI1	P0ACI0	P0ACI0
E. coli IAI1	P0ACI6	P0ACI6
E. coli IAI1	P0ACJ0	P0ACJ0
E. coli IAI1	P0ACJ8	P0ACJ8
E. coli IAI1	P0ACK2	P0ACK2
E. coli IAI1	P0ACK5	P0ACK5
E. coli IAI1	P0ACL0	P0ACL0
E. coli IAI1	P0ACL2	P0ACL2
E. coli IAI1	P0ACL9	P0ACL9
E. coli IAI1	P0ACM2	P0ACM2
E. coli IAI1	P0ACM5	P0ACM5
E. coli IAI1	P0ACM9	P0ACM9
E. coli IAI1	P0ACN4	P0ACN4
E. coli IAI1	P0ACN7	P0ACN7
E. coli IAI1	P0ACP1	P0ACP1
E. coli IAI1	P0ACP5	P0ACP5
E. coli IAI1	P0ACP7	P0ACP7
E. coli IAI1	P0ACQ4	P0ACQ4
E. coli IAI1	P0ACQ7	P0ACQ7
E. coli IAI1	P0ACR9	P0ACR9
E. coli IAI1	P0ACS5	P0ACS5
E. coli IAI1	P0ACT6	P0ACT6
E. coli IAI1	P0ACU0	P0ACU0
E. coli IAI1	P0ACU2	P0ACU2
E. coli IAI1	P0ACU5	P0ACU5
E. coli IAI1	P0ACU7	P0ACU7
E. coli IAI1	P0ACV0	P0ACV0
E. coli IAI1	P0ACV6	P0ACV6
E. coli IAI1	P0ACW6	P0ACW6
E. coli IAI1	P0ACX3	P0ACX3
E. coli IAI1	P0ACY1	P0ACY1
E. coli IAI1	P0ACY9	P0ACY9
E. coli IAI1	P0ACZ2	P0ACZ2
E. coli IAI1	P0ACZ4	P0ACZ4
E. coli IAI1	P0AD01	P0AD01
E. coli IAI1	P0AD05	P0AD05
E. coli IAI1	P0AD07	P0AD07
E. coli IAI1	P0AD10	P0AD10
E. coli IAI1	P0AD12	P0AD12
E. coli IAI1	P0AD24	P0AD24
E. coli IAI1	P0AD27	P0AD27
E. coli IAI1	P0AD33	P0AD33
E. coli IAI1	P0AD37	P0AD37
E. coli IAI1	P0AD42	P0AD42
E. coli IAI1	P0AD44	P0AD44
E. coli IAI1	P0AD49	P0AD49
E. coli IAI1	P0AD57	P0AD57
E. coli IAI1	P0AD59	P0AD59
E. coli IAI1	P0AD61	P0AD61
E. coli IAI1	P0AD65	P0AD65
E. coli IAI1	P0AD68	P0AD68
E. coli IAI1	P0AD96	P0AD96
E. coli IAI1	P0AD99	P0AD99
E. coli IAI1	P0ADA1	P0ADA1
E. coli IAI1	P0ADA3	P0ADA3
E. coli IAI1	P0ADA5	P0ADA5
E. coli IAI1	P0ADB1	P0ADB1
E. coli IAI1	P0ADC1	P0ADC1
E. coli IAI1	P0ADC3	P0ADC3
E. coli IAI1	P0ADC6	P0ADC6
E. coli IAI1	P0ADD5	P0ADD5
E. coli IAI1	P0ADE4	P0ADE4
E. coli IAI1	P0ADE6	P0ADE6
E. coli IAI1	P0ADE8	P0ADE8
E. coli IAI1	P0ADF6	P0ADF6
E. coli IAI1	P0ADG4	P0ADG4
E. coli IAI1	P0ADG7	P0ADG7
E. coli IAI1	P0ADK0	P0ADK0
E. coli IAI1	P0ADK8	P0ADK8
E. coli IAI1	P0ADM8	P0ADM8
E. coli IAI1	P0ADN2	P0ADN2
E. coli IAI1	P0ADN6	P0ADN6
E. coli IAI1	P0ADP0	P0ADP0
E. coli IAI1	P0ADP2	P0ADP2
E. coli IAI1	P0ADP7	P0ADP7
E. coli IAI1	P0ADP9	P0ADP9
E. coli IAI1	P0ADQ2	P0ADQ2
E. coli IAI1	P0ADR6	P0ADR6
E. coli IAI1	P0ADR8	P0ADR8
E. coli IAI1	P0ADS2	P0ADS2
E. coli IAI1	P0ADS6	P0ADS6
E. coli IAI1	P0ADS9	P0ADS9
E. coli IAI1	P0ADT2	P0ADT2
E. coli IAI1	P0ADT5	P0ADT5
E. coli IAI1	P0ADT8	P0ADT8
E. coli IAI1	P0ADU2	P0ADU2
E. coli IAI1	P0ADU5	P0ADU5
E. coli IAI1	P0ADV1	P0ADV1
E. coli IAI1	P0ADV5	P0ADV5
E. coli IAI1	P0ADV7	P0ADV7
E. coli IAI1	P0ADV9	P0ADV9
E. coli IAI1	P0ADW3	P0ADW3
E. coli IAI1	P0ADW8	P0ADW8
E. coli IAI1	P0ADX1	P0ADX1
E. coli IAI1	P0ADX5	P0ADX5
E. coli IAI1	P0ADX9	P0ADX9
E. coli IAI1	P0ADY1	P0ADY1
E. coli IAI1	P0ADY3	P0ADY3
E. coli IAI1	P0ADY7	P0ADY7
E. coli IAI1	P0ADZ0	P0ADZ0
E. coli IAI1	P0ADZ4	P0ADZ4
E. coli IAI1	P0ADZ7	P0ADZ7
E. coli IAI1	P0AE01	P0AE01
E. coli IAI1	P0AE06	P0AE06
E. coli IAI1	P0AE08	P0AE08
E. coli IAI1	P0AE12	P0AE12
E. coli IAI1	P0AE14	P0AE14
E. coli IAI1	P0AE18	P0AE18
E. coli IAI1	P0AE22	P0AE22
E. coli IAI1	P0AE39	P0AE39
E. coli IAI1	P0AE45	P0AE45
E. coli IAI1	P0AE48	P0AE48
E. coli IAI1	P0AE52	P0AE52
E. coli IAI1	P0AE60	P0AE60
E. coli IAI1	P0AE63	P0AE63
E. coli IAI1	P0AE67	P0AE67
E. coli IAI1	P0AE70	P0AE70
E. coli IAI1	P0AE72	P0AE72
E. coli IAI1	P0AE74	P0AE74
E. coli IAI1	P0AE78	P0AE78
E. coli IAI1	P0AE82	P0AE82
E. coli IAI1	P0AE88	P0AE88
E. coli IAI1	P0AE91	P0AE91
E. coli IAI1	P0AEA8	P0AEA8
E. coli IAI1	P0AEB2	P0AEB2
E. coli IAI1	P0AEB5	P0AEB5
E. coli IAI1	P0AEB7	P0AEB7
E. coli IAI1	P0AEC3	P0AEC3
E. coli IAI1	P0AEC5	P0AEC5
E. coli IAI1	P0AEC8	P0AEC8
E. coli IAI1	P0AED0	P0AED0
E. coli IAI1	P0AED5	P0AED5
E. coli IAI1	P0AED7	P0AED7
E. coli IAI1	P0AED9	P0AED9
E. coli IAI1	P0AEE1	P0AEE1
E. coli IAI1	P0AEE3	P0AEE3
E. coli IAI1	P0AEE5	P0AEE5
E. coli IAI1	P0AEF0	P0AEF0
E. coli IAI1	P0AEF4	P0AEF4
E. coli IAI1	P0AEG4	P0AEG4
E. coli IAI1	P0AEG6	P0AEG6
E. coli IAI1	P0AEH1	P0AEH1
E. coli IAI1	P0AEH3	P0AEH3
E. coli IAI1	P0AEH5	P0AEH5
E. coli IAI1	P0AEH8	P0AEH8
E. coli IAI1	P0AEI1	P0AEI1
E. coli IAI1	P0AEI4	P0AEI4
E. coli IAI1	P0AEI6	P0AEI6
E. coli IAI1	P0AEJ4	P0AEJ4
E. coli IAI1	P0AEJ6	P0AEJ6
E. coli IAI1	P0AEK2	P0AEK2
E. coli IAI1	P0AEK4	P0AEK4
E. coli IAI1	P0AEK7	P0AEK7
E. coli IAI1	P0AEL0	P0AEL0
E. coli IAI1	P0AEL3	P0AEL3
E. coli IAI1	P0AEM0	P0AEM0
E. coli IAI1	P0AEM4	P0AEM4
E. coli IAI1	P0AEM6	P0AEM6
E. coli IAI1	P0AEM9	P0AEM9
E. coli IAI1	P0AEN1	P0AEN1
E. coli IAI1	P0AEN4	P0AEN4
E. coli IAI1	P0AEN8	P0AEN8
E. coli IAI1	P0AEP1	P0AEP1
E. coli IAI1	P0AEP3	P0AEP3
E. coli IAI1	P0AEQ1	P0AEQ1
E. coli IAI1	P0AEQ3	P0AEQ3
E. coli IAI1	P0AEQ6	P0AEQ6
E. coli IAI1	P0AER0	P0AER0
E. coli IAI1	P0AES0	P0AES0
E. coli IAI1	P0AES2	P0AES2
E. coli IAI1	P0AES4	P0AES4
E. coli IAI1	P0AES6	P0AES6
E. coli IAI1	P0AES9	P0AES9
E. coli IAI1	P0AET2	P0AET2
E. coli IAI1	P0AET5	P0AET5
E. coli IAI1	P0AET8	P0AET8
E. coli IAI1	P0AEU0	P0AEU0
E. coli IAI1	P0AEU7	P0AEU7
E. coli IAI1	P0AEV4	P0AEV4
E. coli IAI1	P0AEV9	P0AEV9
E. coli IAI1	P0AEW4	P0AEW4
E. coli IAI1	P0AEW6	P0AEW6
E. coli IAI1	P0AEW9	P0AEW9
E. coli IAI1	P0AEX5	P0AEX5
E. coli IAI1	P0AEX9	P0AEX9
E. coli IAI1	P0AEY3	P0AEY3
E. coli IAI1	P0AEY5	P0AEY5
E. coli IAI1	P0AEZ1	P0AEZ1
E. coli IAI1	P0AEZ3	P0AEZ3
E. coli IAI1	P0AEZ9	P0AEZ9
E. coli IAI1	P0AF03	P0AF03
E. coli IAI1	P0AF08	P0AF08
E. coli IAI1	P0AF12	P0AF12
E. coli IAI1	P0AF18	P0AF18
E. coli IAI1	P0AF20	P0AF20
E. coli IAI1	P0AF24	P0AF24
E. coli IAI1	P0AF26	P0AF26
E. coli IAI1	P0AF28	P0AF28
E. coli IAI1	P0AF36	P0AF36
E. coli IAI1	P0AF48	P0AF48
E. coli IAI1	P0AF50	P0AF50
E. coli IAI1	P0AF52	P0AF52
E. coli IAI1	P0AF63	P0AF63
E. coli IAI1	P0AF67	P0AF67
E. coli IAI1	P0AF70	P0AF70
E. coli IAI1	P0AF90	P0AF90
E. coli IAI1	P0AF93	P0AF93
E. coli IAI1	P0AF96	P0AF96
E. coli IAI1	P0AF98	P0AF98
E. coli IAI1	P0AFA2	P0AFA2
E. coli IAI1	P0AFA7	P0AFA7
E. coli IAI1	P0AFB1	P0AFB1
E. coli IAI1	P0AFB8	P0AFB8
E. coli IAI1	P0AFC0	P0AFC0
E. coli IAI1	P0AFC3	P0AFC3
E. coli IAI1	P0AFC7	P0AFC7
E. coli IAI1	P0AFD1	P0AFD1
E. coli IAI1	P0AFD4	P0AFD4
E. coli IAI1	P0AFD6	P0AFD6
E. coli IAI1	P0AFE0	P0AFE0
E. coli IAI1	P0AFE4	P0AFE4
E. coli IAI1	P0AFE8	P0AFE8
E. coli IAI1	P0AFF0	P0AFF0
E. coli IAI1	P0AFF2	P0AFF2
E. coli IAI1	P0AFF4	P0AFF4
E. coli IAI1	P0AFF6	P0AFF6
E. coli IAI1	P0AFG0	P0AFG0
E. coli IAI1	P0AFG3	P0AFG3
E. coli IAI1	P0AFG6	P0AFG6
E. coli IAI1	P0AFG8	P0AFG8
E. coli IAI1	P0AFH2	P0AFH2
E. coli IAI1	P0AFH6	P0AFH6
E. coli IAI1	P0AFH8	P0AFH8
E. coli IAI1	P0AFI2	P0AFI2
E. coli IAI1	P0AFI7	P0AFI7
E. coli IAI1	P0AFI9	P0AFI9
E. coli IAI1	P0AFJ1	P0AFJ1
E. coli IAI1	P0AFJ5	P0AFJ5
