"Ion_index","Ion_mz","Min_detected_charge","Max_detected_charge","TIC_correlation","Median_ion_intensity","Mean_ion_intensity","CV_ion_intensity","Fraction_ion_detected","First_metabolite_name_HMDB","First_HMDB_ID","First_KEGG_ID","First_pubchem_ID","Number_of_annotations","Ion_is_isotopologue","Applied_drift_correction_method","Fraction_detected_in_all_replicates","Median_interreplicate_CV"
139,96.9386658240412,0,0,0.594857873737151,1,4532536.45943999,0.267686040228317,0,"","","","",0,0,"data inadequate for drift correction",0,0
140,96.9599945214074,0,0,-1,1168186.34464332,1516185.81307444,1.20364339348504,88.5630498533724,"","","","",0,0,"data inadequate for drift correction",79.2307692307692,0.259344622666776
141,96.9697469301183,0,-1,-1,24091472742.7156,21916447774.5638,0.289025753838374,93.841642228739,"Phosphoric acid","HMDB0002142","cpd:C00009","1004",1,0,"data inadequate for drift correction",99.6153846153846,0.0240029708489613
142,96.9927498261286,0,0,-1,1,365371.562004343,1.11806985350953,71.2609970674487,"","","","",0,0,"data inadequate for drift correction",12.6923076923077,0
143,97.0014125433563,0,0,0.279300716548566,1,4754577.76360151,0.357480129083079,0,"","","","",0,0,"data inadequate for drift correction",0,0
144,97.0129263443457,-1,-1,0.655189378119343,1,186659.463522191,1.10271080621218,68.0351906158358,"","","","",0,1,"data inadequate for drift correction",16.9230769230769,0
145,97.0299035611769,0,0,0.47710042642138,8061589.03567273,8064409.41806078,0.506284275321916,92.0821114369501,"Homoveratric acid","HMDB0000434","","7139",16,0,"data inadequate for drift correction",97.6923076923077,0.0888487872807647
146,97.0410489434318,0,-1,0.459123889872425,2498679.51444838,3262514.94281802,0.85808480594112,92.0821114369501,"4-Hydroxymethylpyrazole","HMDB0060768","","3015210",1,0,"data inadequate for drift correction",92.6923076923077,0.146080492718682
147,98.025050739407,-1,-1,0.588292774470785,136470722.148256,146845620.294068,0.455865243817824,92.0821114369501,"(R)-Dihydromaleimide","HMDB0030276","","353549",1,1,"data inadequate for drift correction",100,0.0523039549867328
148,98.0365326716908,0,0,0.741266164192436,1,76921.0858317984,0.988181858562603,43.4017595307918,"Guaifenesin","HMDB0004998","","3516",7,0,"data inadequate for drift correction",8.46153846153846,0
149,98.0616094231099,0,0,0.630141792571121,1,26750.0990258554,1.60248189687396,34.6041055718475,"2-Piperidinone","HMDB0011749","","12665",3,0,"data inadequate for drift correction",2.30769230769231,0
150,98.9563750712661,0,0,0.783932096331455,1,6431.83054207874,1.25679095038279,18.475073313783,"","","","",0,0,"data inadequate for drift correction",0.769230769230769,0
151,98.9656890378723,0,0,-1,65190104.7904377,65502787.1471927,0.327294661707826,91.7888563049853,"","","","",0,0,"data inadequate for drift correction",99.2307692307692,0.0435632207965836
152,98.973761316483,0,0,-1,81236657.7480755,75358662.6885356,0.315726708397832,99.7067448680352,"","","","",0,1,"data inadequate for drift correction",99.6153846153846,0.0266799689033367
153,99.0081972789957,0,-1,-1,42989722.9164827,45894406.233209,0.441140200104065,99.4134897360704,"4-Fumarylacetoacetic acid","HMDB0001268","cpd:C01061","5280398",5,0,"data inadequate for drift correction",95.7692307692308,0.0532424344793371
154,99.020487436409,0,0,0.642285340125464,2570807.74241447,2642439.85517347,0.555234673292061,77.4193548387097,"","","","",0,0,"data inadequate for drift correction",61.1538461538462,0.0274015283325096
155,99.0286508064586,-1,-1,0.622586876438392,1369290.79111313,1785036.71503799,0.864490010433384,87.0967741935484,"(R)-Dihydromaleimide","HMDB0030276","","353549",1,1,"data inadequate for drift correction",68.0769230769231,0.0938807871544947
156,99.0456215435223,-1,-1,0.612808519051017,3745783.24961877,3631600.82204835,0.455891795799031,78.0058651026393,"Senecioic acid","HMDB0000509","","10931",20,1,"data inadequate for drift correction",69.2307692307692,0.0479903894821299
157,99.0567345899614,0,-1,0.722722251057864,1,92893.456795399,1.53353437242104,0,"N-Nitroso-pyrrolidine","HMDB0031642","cpd:C19285","13591",2,0,"data inadequate for drift correction",0,0
158,100.004169738482,0,0,-1,128615.359407922,135730.879065297,0.463841017997312,88.5630498533724,"4-Vinylphenol sulfate","HMDB0062775","","6426766",2,0,"data inadequate for drift correction",81.1538461538462,0.120268603168696
159,100.012145441238,0,0,-1,1,62375.6314364448,0.602410203317731,0.293255131964809,"4-Fumarylacetoacetic acid","HMDB0001268","cpd:C01061","5280398",7,0,"data inadequate for drift correction",0,0
160,100.022195806529,-1,-1,-1,829087.825967425,1728987.99366396,1.48213549068133,0.293255131964809,"4,5-Dihydro-2-methylthiazole","HMDB0029555","","16867",1,1,"data inadequate for drift correction",0,0
161,100.029323163602,0,0,0.580130626382117,1,8808.56583477149,0.253444334299888,21.7008797653959,"(Z)-3-(1-Formyl-1-propenyl)pentanedioic acid","HMDB0033091","","",1,0,"data inadequate for drift correction",1.92307692307692,0
162,100.040525247558,0,-2,0.582264572036861,2389994.65121213,2333484.39446046,0.161373876458503,92.375366568915,"Alanyl-Hydroxyproline","HMDB0028688","","",8,0,"data inadequate for drift correction",100,0.0425980781140349
163,100.048857556443,-1,-1,0.575197211393794,1,19892.322331154,0.321017040229467,29.0322580645161,"Senecioic acid","HMDB0000509","","10931",20,1,"data inadequate for drift correction",5,0
164,100.077121216844,0,0,0.697899876251566,1,13768.9761879977,0.301318704574991,0.293255131964809,"Betaine aldehyde","HMDB0001252","cpd:C00576","249",3,0,"data inadequate for drift correction",0,0
165,100.933736550955,0,0,-1,851601.691916231,929844.477927303,0.405224734223282,100,"","","","",0,0,"data inadequate for drift correction",99.6153846153846,0.0809325592160033
166,100.967710490502,0,0,-1,35927094.2236685,35548215.1158349,0.260637783022328,92.0821114369501,"","","","",0,0,"data inadequate for drift correction",99.6153846153846,0.0344921906643556
167,100.991541719885,0,0,0.458695675744849,100214.477599747,95428.9134319646,0.369572480900932,83.8709677419355,"","","","",0,0,"data inadequate for drift correction",67.3076923076923,0.0624235195181803
168,101.00213981756,0,0,-1,694708.522116432,696236.863416275,0.275304160653613,92.0821114369501,"","","","",0,0,"data inadequate for drift correction",99.6153846153846,0.086149067429175
169,101.024467327798,-1,-1,0.614363569367706,74534049.7935765,75003046.2248511,0.377181585960902,88.5630498533724,"2-Ketobutyric acid","HMDB0000005","cpd:C00109","58",7,1,"data inadequate for drift correction",86.9230769230769,0.0901117081135804
170,101.037031286252,0,0,-1,791120.661655096,769694.568098351,0.287909366967144,91.7888563049853,"L-Tryptophan","HMDB0000929","cpd:C00078","6305",7,0,"data inadequate for drift correction",100,0.0655340072668366
171,101.04375691716,0,-2,-1,112964.294982533,113865.722064373,0.354159372078443,92.375366568915,"Alanyl-Hydroxyproline","HMDB0028688","","",9,0,"data inadequate for drift correction",83.8461538461539,0.13736063069537
172,101.060801958783,-1,-1,-1,63210676.888489,54514382.4222831,0.381107413178719,89.4428152492669,"Isovaleric acid","HMDB0000718","cpd:C08262","10430",17,1,"data inadequate for drift correction",88.8461538461538,0.0545146248729972
173,101.072377393417,0,0,0.49461791165427,1,14691.264506112,0.380456791408219,0,"","","","",0,0,"data inadequate for drift correction",0,0
174,101.934085546435,0,0,0.585498571502674,1,29272.1684758036,0.403169996276445,0,"","","","",0,0,"data inadequate for drift correction",0,0
175,101.967268024328,0,0,-1,1323183.14196603,1326598.61532784,0.278490806165313,91.7888563049853,"","","","",0,0,"data inadequate for drift correction",100,0.0687795658466913
176,102.001958590981,0,0,0.496908505364911,104273.474709118,98683.5528248875,0.341783428313404,87.0967741935484,"","","","",0,0,"data inadequate for drift correction",73.4615384615385,0.0827237064188742
177,102.019734323606,-1,-1,-1,5302467.38376224,5434006.59083394,0.252017555475383,92.0821114369501,"Pyruvatoxime","HMDB0002455","","6419427",2,1,"data inadequate for drift correction",100,0.025711738473398
178,102.027881419304,-1,-1,0.463207576315379,2530290.31896739,2705704.59707654,0.396725036945666,94.4281524926686,"2-Ketobutyric acid","HMDB0000005","cpd:C00109","58",7,1,"data inadequate for drift correction",95,0.0996468550021562
179,102.056087926447,-1,-1,0.540763105046897,12409318.1908409,12012716.0428534,0.208555404336968,93.2551319648094,"Dimethylglycine","HMDB0000092","cpd:C01026","673",14,1,"data inadequate for drift correction",100,0.0297605729165252
180,102.06425965532,-1,-1,-1,2583701.62741357,2402301.49152729,0.310431902118069,92.0821114369501,"Isovaleric acid","HMDB0000718","cpd:C08262","10430",17,1,"data inadequate for drift correction",100,0.0527158971839997
181,102.960341503597,0,0,-1,832524.966821538,893545.114302786,0.468548262041094,0,"","","","",0,0,"data inadequate for drift correction",0,0
182,102.96452394803,0,0,0.547337126033381,921452.971990867,913968.561041176,0.288685494253103,92.375366568915,"","","","",0,0,"data inadequate for drift correction",100,0.0600933372970765
183,102.975501967926,0,0,0.523182352797082,2569581.83851661,2786354.61826411,0.45009360644407,100,"","","","",0,0,"data inadequate for drift correction",100,0.0807703188424282
184,102.985957875353,0,0,0.469453865644556,566383.546511296,586506.12379957,0.293301416594766,100,"","","","",0,0,"data inadequate for drift correction",100,0.0833798789890438
185,103.003754724913,0,0,-1,172113.958244911,179876.542160478,0.458652626837489,92.375366568915,"Malonic acid","HMDB0000691","cpd:C00383","867",4,0,"data inadequate for drift correction",93.8461538461538,0.112292032589032
186,103.02102716359,-1,-1,-1,321522.160182704,326050.162336434,0.362360361534405,94.1348973607038,"","","","",0,1,"data inadequate for drift correction",99.6153846153846,0.117546667630932
187,103.028740569286,-1,-1,-1,295407.947902797,298661.213089745,0.442225561466888,88.5630498533724,"","","","",0,1,"data inadequate for drift correction",83.4615384615385,0.11310589654873
188,103.040103694618,-1,-1,-1,8108447.07658257,8193671.49233594,0.421909763417151,92.0821114369501,"2-Hydroxybutyric acid","HMDB0000008","cpd:C05984","11266",12,1,"data inadequate for drift correction",96.5384615384615,0.0426364695476459
189,103.051526239679,-1,-1,0.419447173236456,1,9700.067302214,0.33049239512883,0,"2,3-Diaminopropionic acid","HMDB0002006","cpd:C03401","97328",1,1,"data inadequate for drift correction",0,0
190,103.059221576812,-1,-1,-1,390260.967432762,395384.81671851,0.267487851003406,100,"Dimethylglycine","HMDB0000092","cpd:C01026","673",14,1,"data inadequate for drift correction",99.6153846153846,0.0966050216976261
191,103.065338224624,-1,-1,0.52973332525812,1,34817.6501533999,0.338472111732299,0.293255131964809,"","","","",0,1,"data inadequate for drift correction",0,0
192,103.076688088284,0,0,0.556956011484441,1,32591.0178377668,1.63763522266075,0.586510263929619,"","","","",0,0,"data inadequate for drift correction",0,0
193,103.955868599556,0,0,0.272952809330963,1,275464.919747981,0.670016860387611,0,"","","","",0,0,"data inadequate for drift correction",0,0
194,104.017842873628,0,0,0.316338678702726,1,22680.500107648,0.245935077565788,0,"","","","",0,0,"data inadequate for drift correction",0,0
195,104.035435097498,-1,-1,0.408214810210339,5287217.68344931,9683808.55656799,0.972594868629716,100,"L-Serine","HMDB0000187","cpd:C00065","5951",3,1,"data inadequate for drift correction",100,0.0729349243823252
196,104.043409494586,-1,-1,0.430792290845004,242414.201251103,260215.614636095,0.595054929464007,99.7067448680352,"2-Hydroxybutyric acid","HMDB0000008","cpd:C05984","11266",12,1,"data inadequate for drift correction",100,0.122627883393219
197,104.056520585158,-1,-1,0.39726194011777,202483.450721691,205632.620734613,0.313403913414091,99.4134897360704,"","","","",0,1,"data inadequate for drift correction",98.4615384615385,0.116864947875447
198,105.001635489267,0,0,0.439190388464361,325575.431917091,334850.859144611,0.29873349232978,99.4134897360704,"2-Mercaptopropanoic acid","HMDB0031520","","62326",2,0,"data inadequate for drift correction",100,0.0904414804988929
199,105.019339040987,-1,-1,-1,8799193.11808935,9239098.36283715,0.205182673924933,100,"Glyceric acid","HMDB0000139","cpd:C00258","439194",3,1,"data inadequate for drift correction",100,0.0380350115642519
200,105.038572748572,-1,-1,-1,75227.8895022998,173316.220527241,0.959025398949121,75.0733137829912,"L-Serine","HMDB0000187","cpd:C00065","5951",6,1,"data inadequate for drift correction",45.3846153846154,0
201,105.045880438504,-1,-1,0.475875364388316,68770.8797581096,58916.5356092567,0.355740407930886,73.900293255132,"2-Hydroxybutyric acid","HMDB0000008","cpd:C05984","11266",12,1,"data inadequate for drift correction",32.6923076923077,0
202,105.05431676235,0,0,0.238099389760864,1863044.87672582,1914241.95766645,0.33557848942363,92.0821114369501,"Methoxamine","HMDB0014861","cpd:C07513","6082",3,0,"data inadequate for drift correction",100,0.0547305456893216
203,106.022688846436,-1,-1,-1,162580.270392704,167834.160922315,0.354722264466014,98.8269794721408,"Glyceric acid","HMDB0000139","cpd:C00258","439194",3,1,"data inadequate for drift correction",93.0769230769231,0.106409068931798
204,106.041108966674,0,0,0.50555772537266,72248.841791452,61904.772292415,0.330216670282393,0.293255131964809,"L-Serine","HMDB0000187","cpd:C00065","5951",9,0,"data inadequate for drift correction",0,0
205,106.989989041583,0,0,0.566766457950675,1,27284.9606788953,0.263063005122773,50.733137829912,"2-Oxo-3-hydroxy-4-phosphobutanoic acid","HMDB0006801","cpd:C06054","21145142",1,0,"data inadequate for drift correction",8.07692307692308,0
206,107.017466386069,0,0,0.524247172772367,70936.1123361727,61610.076341956,0.448632214008517,0.586510263929619,"Sulfacetamide","HMDB0014772","","5320",2,0,"data inadequate for drift correction",0,0
207,107.025401516641,-1,-1,0.51945395108949,1,11822.326999069,0.342102704727948,0,"Glyceric acid","HMDB0000139","cpd:C00258","439194",3,1,"data inadequate for drift correction",0,0
208,107.05029202359,0,0,-1,545800.751858912,600351.366353114,0.390618228894785,100,"Benzyl alcohol","HMDB0003119","cpd:C00556","244",2,0,"data inadequate for drift correction",100,0.0695946088706706
209,107.061766949419,0,0,0.463258704288233,1,39620.397101477,0.32492717214113,58.9442815249267,"Dethiobiotin","HMDB0003581","cpd:C01909","445027",9,0,"data inadequate for drift correction",22.3076923076923,0
210,108.021965298889,0,0,0.623337387388067,101174.984822901,203300.205968554,1.09575964072827,71.2609970674487,"","","","",0,0,"data inadequate for drift correction",46.1538461538462,0
211,108.03318357202,0,0,0.35058839101904,1,17984.9372415304,0.428731612240086,0.293255131964809,"Captopril","HMDB0015328","","44093",2,0,"data inadequate for drift correction",0,0
212,108.04552666788,-1,-1,0.486629181907528,11851322.7279418,12726106.9815592,0.372714543847,100,"4-Aminophenol","HMDB0001169","cpd:C02372","403",3,1,"data inadequate for drift correction",100,0.0722927144036456
213,108.05668559535,0,0,-1,218050.425212112,222376.312283183,0.328002061484507,96.7741935483871,"N-a-Acetyl-L-arginine","HMDB0004620","","67427",10,0,"data inadequate for drift correction",90.7692307692308,0.103702215579805
214,109.017212630345,0,0,0.62232750539785,1,25432.3139083585,0.666783049939761,0.293255131964809,"","","","",0,0,"data inadequate for drift correction",0,0
215,109.029542190282,0,0,0.605328043737505,1805188.26699677,1954287.18592713,0.333398546492483,100,"Pyrocatechol","HMDB0000957","cpd:C00090","289",7,0,"data inadequate for drift correction",100,0.039751828905474
216,109.040758307953,-1,-1,-1,11837619.3004302,12574570.760887,0.287347209263302,100,"Imidazole-4-acetaldehyde","HMDB0003905","cpd:C05130","150841",4,1,"data inadequate for drift correction",100,0.0355186012204963
217,109.048849361924,-1,-1,-1,574453.350898299,610891.609907654,0.395795765528099,100,"4-Aminophenol","HMDB0001169","cpd:C02372","403",3,1,"data inadequate for drift correction",100,0.0743879690480998
218,109.066125613982,0,-1,0.459499306970108,1,28963.1321679319,0.721540462144701,0.586510263929619,"3-Methyl-2-cyclohexen-1-one","HMDB0031541","","14511",3,0,"data inadequate for drift correction",0,0
219,109.949981147461,0,0,0.601267003383888,1,22889.5410773367,0.788398323602864,0.586510263929619,"","","","",0,0,"data inadequate for drift correction",0,0
220,109.95896008994,0,0,0.676735042019252,1,783873.063184951,0.731593969562881,0.586510263929619,"","","","",0,0,"data inadequate for drift correction",0,0
221,110.007349879325,-1,-1,0.654255144752575,1,13513.873862356,0.249304801902644,29.6187683284457,"","","","",0,1,"data inadequate for drift correction",3.07692307692308,0
222,110.024819622269,-1,-1,-1,8200933.51516056,9085932.28868853,0.421145654881574,100,"Pyrrole-2-carboxylic acid","HMDB0004230","cpd:C05942","12473",2,1,"data inadequate for drift correction",100,0.0302709245783298
223,110.035998379227,0,-1,0.677939735663462,3778736.50797135,4127314.91028314,0.341406324936735,100,"Cytosine","HMDB0000630","cpd:C00380","597",1,0,"data inadequate for drift correction",98.8461538461539,0.0331298432847994
224,110.04413356096,-1,-1,0.628560280931614,406357.395466873,435721.027368102,0.348341315985925,100,"Imidazole-4-acetaldehyde","HMDB0003905","cpd:C05130","150841",3,1,"data inadequate for drift correction",96.9230769230769,0.0736571946401736
